N1,N2,N3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,label
11761.0,0.68,39.0,city_131,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,0
26363.0,0.92,35.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
17268.0,0.802,31.0,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,0
12746.0,0.913,99.0,city_61,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,0
11670.0,0.926,110.0,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,>4,0
690.0,0.897,24.0,city_136,Male,No relevent experience,no_enrollment,High School,,4,,Pvt Ltd,never,0
6481.0,0.897,95.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,0
19382.0,0.92,3.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,3,1
4531.0,0.884,75.0,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,2,0
17239.0,0.804,127.0,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,3,0
7952.0,0.624,15.0,city_21,Female,No relevent experience,Full time course,Graduate,STEM,6,10000+,Public Sector,1,1
23510.0,0.754,76.0,city_73,Male,Has relevent experience,no_enrollment,High School,,4,,,1,0
1144.0,0.92,15.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,1
31224.0,0.915,58.0,city_99,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,0
9252.0,0.624,22.0,city_21,,No relevent experience,Full time course,Graduate,STEM,3,,,1,1
8696.0,0.92,46.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,1
29916.0,0.92,13.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,>4,1
18397.0,0.698,55.0,city_90,,No relevent experience,,Graduate,STEM,<1,<10,,,1
31813.0,0.624,6.0,city_21,,Has relevent experience,Full time course,Masters,STEM,6,,,1,1
24201.0,0.624,11.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,5,,,never,1
23627.0,0.754,124.0,city_73,Male,No relevent experience,Full time course,High School,,5,,,never,1
14318.0,0.92,19.0,city_160,Female,No relevent experience,Full time course,High School,,2,,,2,1
31417.0,0.887,76.0,city_100,,No relevent experience,Full time course,High School,,4,,Pvt Ltd,never,0
6499.0,0.55,80.0,city_11,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,0
18073.0,0.926,162.0,city_114,,No relevent experience,,Graduate,STEM,>20,,,never,0
15517.0,0.92,26.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,0
19041.0,0.92,22.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,0
17157.0,0.804,11.0,city_102,Male,Has relevent experience,no_enrollment,Phd,STEM,19,,,never,0
5703.0,0.624,44.0,city_21,,No relevent experience,Full time course,Graduate,STEM,3,,,never,0
17341.0,0.91,125.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,2,1
4565.0,0.926,31.0,city_114,Male,No relevent experience,Full time course,Graduate,STEM,9,,Pvt Ltd,never,0
11435.0,0.903,108.0,city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,0
27256.0,0.624,12.0,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,0
6747.0,0.624,28.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,3,0
21218.0,0.939,75.0,city_75,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,0
22860.0,0.855,78.0,city_67,Male,No relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,1,0
16359.0,0.91,143.0,city_16,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,0
7966.0,0.624,22.0,city_21,,Has relevent experience,Full time course,Masters,STEM,1,10/49,Pvt Ltd,1,1
26610.0,0.92,104.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,0
14889.0,0.92,35.0,city_103,Other,Has relevent experience,no_enrollment,Masters,STEM,7,,,4,0
21507.0,0.926,74.0,city_114,,No relevent experience,Full time course,High School,,1,50-99,Public Sector,1,0
31437.0,0.7659999999999999,37.0,city_158,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Pvt Ltd,4,0
16935.0,0.763,56.0,city_141,Male,No relevent experience,Full time course,High School,,3,,,never,0
496.0,0.92,74.0,city_160,Male,Has relevent experience,no_enrollment,High School,,12,100-500,Pvt Ltd,2,0
24865.0,0.92,14.0,city_160,,No relevent experience,Full time course,Graduate,STEM,3,,,1,0
11874.0,0.939,78.0,city_28,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,1
14203.0,0.926,21.0,city_114,,No relevent experience,Full time course,High School,,15,,,never,0
11220.0,0.92,80.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,1,0
27360.0,0.92,14.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0
1649.0,0.92,91.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,1
21991.0,0.856,100.0,city_54,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,never,0
22315.0,0.92,6.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Funded Startup,2,0
26751.0,0.579,14.0,city_74,,No relevent experience,Part time course,Primary School,,11,100-500,Pvt Ltd,1,1
16706.0,0.92,148.0,city_103,,No relevent experience,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,2,0
14102.0,0.754,40.0,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,,4,0
15756.0,0.924,74.0,city_104,,No relevent experience,Full time course,High School,,2,10/49,Early Stage Startup,1,0
3570.0,0.926,28.0,city_114,Male,Has relevent experience,no_enrollment,,,14,500-999,Pvt Ltd,1,0
582.0,0.925,96.0,city_97,Male,No relevent experience,Full time course,Masters,STEM,14,,,2,0
19004.0,0.92,25.0,city_103,Male,No relevent experience,Full time course,Graduate,STEM,2,,Public Sector,1,1
11750.0,0.55,13.0,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,4,1
6185.0,0.92,133.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,,Pvt Ltd,>4,0
19762.0,0.91,7.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
436.0,0.55,4.0,city_11,,No relevent experience,Part time course,Graduate,STEM,4,,,,0
9924.0,0.91,21.0,city_16,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,1,0
20271.0,0.915,72.0,city_99,,No relevent experience,Full time course,High School,,5,10/49,Pvt Ltd,1,0
6629.0,0.743,50.0,city_116,Male,Has relevent experience,Full time course,High School,,10,1000-4999,Pvt Ltd,1,0
15213.0,0.92,94.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,1
26028.0,0.939,52.0,city_75,,No relevent experience,Full time course,High School,,3,1000-4999,Pvt Ltd,1,0
27881.0,0.924,42.0,city_104,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,2,0
29562.0,0.92,116.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,100-500,,1,0
4567.0,0.794,65.0,city_105,Female,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,0
23695.0,0.624,22.0,city_21,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,0
33174.0,0.487,92.0,city_139,Male,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,1,0
26330.0,0.624,40.0,city_21,Male,Has relevent experience,no_enrollment,,,12,,,1,1
651.0,0.939,72.0,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,0
3861.0,0.92,98.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,0
7185.0,0.624,55.0,city_21,,Has relevent experience,Full time course,Masters,STEM,5,500-999,Pvt Ltd,2,0
7154.0,0.91,53.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,,1,0
7007.0,0.802,7.0,city_65,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,0
5268.0,0.925,43.0,city_97,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,0
13125.0,0.91,64.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,>4,1
18028.0,0.92,82.0,city_103,Male,No relevent experience,Full time course,High School,,9,,,1,0
24790.0,0.92,42.0,city_103,,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,>4,1
27734.0,0.754,134.0,city_73,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,never,1
13422.0,0.897,48.0,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0
21910.0,0.624,37.0,city_21,Male,No relevent experience,Full time course,High School,,1,,,never,0
15786.0,0.92,9.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,0
6554.0,0.624,23.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Funded Startup,1,0
13972.0,0.897,42.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,>4,0
16092.0,0.92,102.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,2,0
26959.0,0.855,266.0,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,2,0
19861.0,0.926,48.0,city_114,,No relevent experience,no_enrollment,High School,,5,,,never,0
2473.0,0.913,138.0,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,NGO,2,0
9637.0,0.92,85.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,4,0
14911.0,0.866,10.0,city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,0
21305.0,0.624,32.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,0
29432.0,0.925,85.0,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,2,0
28551.0,0.92,58.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,20,,,4,1
8847.0,0.92,66.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Public Sector,3,0
18694.0,0.884,31.0,city_71,,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Funded Startup,1,0
30377.0,0.624,88.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Other,1,1
25744.0,0.91,111.0,city_16,,No relevent experience,no_enrollment,High School,,5,,,never,0
31022.0,0.624,114.0,city_21,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,1,0
10376.0,0.479,4.0,city_126,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,500-999,Funded Startup,1,0
25293.0,0.624,21.0,city_21,,Has relevent experience,,Masters,STEM,6,50-99,Pvt Ltd,never,0
10013.0,0.92,9.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,Pvt Ltd,3,0
23891.0,0.878,29.0,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,,0
32991.0,0.624,47.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,0
31396.0,0.903,64.0,city_165,Male,Has relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,1,0
6978.0,0.624,26.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,3,0
11832.0,0.893,34.0,city_36,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,0
9768.0,0.92,165.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
8809.0,0.92,33.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,>4,0
30241.0,0.92,18.0,city_160,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
9777.0,0.92,74.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Funded Startup,2,0
15810.0,0.92,29.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,0
27085.0,0.91,74.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Funded Startup,1,0
13577.0,0.55,18.0,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,1
25290.0,0.878,29.0,city_173,,Has relevent experience,no_enrollment,High School,,<1,100-500,Pvt Ltd,1,0
10634.0,0.923,166.0,city_83,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,1
8438.0,0.92,41.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,7,5000-9999,Pvt Ltd,1,1
3436.0,0.855,12.0,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,0
17865.0,0.804,44.0,city_102,Male,Has relevent experience,Part time course,Masters,STEM,10,100-500,Pvt Ltd,2,0
29826.0,0.722,24.0,city_118,Male,No relevent experience,Full time course,High School,,<1,,,never,1
24002.0,0.6890000000000001,52.0,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,1,0
21796.0,0.926,70.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,20,50-99,Pvt Ltd,1,0
7781.0,0.767,12.0,city_162,Male,No relevent experience,Full time course,High School,,7,,,1,0
12078.0,0.878,130.0,city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,4,0
32188.0,0.91,107.0,city_16,Male,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,2,0
32827.0,0.624,41.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,5,,,1,1
31127.0,0.925,228.0,city_97,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,0
21075.0,0.624,75.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,1
14195.0,0.926,9.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,0
987.0,0.915,6.0,city_99,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,1,0
4896.0,0.855,56.0,city_67,,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,0
13291.0,0.579,49.0,city_74,,Has relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,1,1
13586.0,0.479,50.0,city_126,,No relevent experience,no_enrollment,High School,,<1,,,never,0
31726.0,0.624,57.0,city_21,,No relevent experience,no_enrollment,Graduate,STEM,4,,Pvt Ltd,never,0
18227.0,0.887,150.0,city_100,,No relevent experience,no_enrollment,Masters,Business Degree,<1,,,1,1
20779.0,0.926,126.0,city_114,,Has relevent experience,no_enrollment,Masters,STEM,15,,,1,0
8497.0,0.92,21.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,NGO,1,0
12101.0,0.926,37.0,city_114,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,0
31075.0,0.624,13.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,2,0
16603.0,0.926,20.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,10/49,Pvt Ltd,1,0
32567.0,0.624,35.0,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,0
30863.0,0.527,43.0,city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,1
23958.0,0.92,48.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,0
29859.0,0.624,13.0,city_21,,Has relevent experience,no_enrollment,Masters,STEM,<1,100-500,,never,1
2024.0,0.624,21.0,city_21,,No relevent experience,Full time course,Graduate,STEM,1,,Pvt Ltd,never,1
7702.0,0.92,21.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Funded Startup,1,0
22239.0,0.92,105.0,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,3,0
17556.0,0.92,78.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,5,<10,Other,never,1
23462.0,0.624,89.0,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,14,,,>4,1
31005.0,0.92,54.0,city_160,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,1
7089.0,0.802,34.0,city_65,Male,No relevent experience,Full time course,High School,,2,10/49,Early Stage Startup,1,1
1357.0,0.754,48.0,city_73,Male,Has relevent experience,no_enrollment,High School,,7,100-500,Pvt Ltd,2,0
25019.0,0.698,55.0,city_94,Male,No relevent experience,Part time course,Graduate,STEM,1,10/49,,1,0
4470.0,0.91,34.0,city_16,,No relevent experience,no_enrollment,Masters,STEM,>20,,,>4,0
31032.0,0.926,1.0,city_114,Male,Has relevent experience,Part time course,Masters,Business Degree,>20,1000-4999,Pvt Ltd,3,0
28462.0,0.92,8.0,city_160,,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,0
23080.0,0.92,46.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,1,0
29820.0,0.92,39.0,city_103,Male,Has relevent experience,Full time course,High School,,8,10000+,Pvt Ltd,1,0
18609.0,0.899,63.0,city_23,Male,Has relevent experience,Full time course,High School,,8,10/49,Pvt Ltd,4,0
14999.0,0.855,21.0,city_67,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,0
9798.0,0.91,55.0,city_16,Male,No relevent experience,no_enrollment,Masters,STEM,18,,,>4,0
13686.0,0.794,22.0,city_105,Male,Has relevent experience,Part time course,Graduate,STEM,8,100-500,Pvt Ltd,2,0
3649.0,0.92,43.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,Public Sector,>4,1
19562.0,0.897,84.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Early Stage Startup,1,0
25433.0,0.624,27.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,2,1
11896.0,0.92,40.0,city_103,,No relevent experience,no_enrollment,High School,,7,,,1,1
3876.0,0.899,10.0,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,,3,0
22620.0,0.624,80.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,0
20796.0,0.926,44.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,0
22328.0,0.682,110.0,city_19,Male,No relevent experience,Part time course,Graduate,STEM,6,100-500,Public Sector,1,0
4165.0,0.92,83.0,city_103,Male,No relevent experience,no_enrollment,Phd,Humanities,>20,1000-4999,Public Sector,2,0
15487.0,0.939,89.0,city_28,,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,0
24257.0,0.5579999999999999,67.0,city_101,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,50-99,Pvt Ltd,>4,1
22516.0,0.624,116.0,city_21,,No relevent experience,Full time course,High School,,2,,,never,1
26620.0,0.682,28.0,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,1
30138.0,0.5579999999999999,21.0,city_101,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,1,0
21612.0,0.949,38.0,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,0
18674.0,0.926,47.0,city_114,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,0
12911.0,0.878,61.0,city_173,Male,Has relevent experience,Full time course,High School,,14,1000-4999,Pvt Ltd,2,0
4527.0,0.92,109.0,city_160,Male,Has relevent experience,Full time course,,,5,10000+,Pvt Ltd,2,0
22915.0,0.84,102.0,city_144,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,0
31447.0,0.624,8.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,1
18809.0,0.92,20.0,city_103,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
22919.0,0.8959999999999999,10.0,city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Early Stage Startup,4,0
3927.0,0.91,48.0,city_16,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,2,0
6371.0,0.939,37.0,city_75,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Early Stage Startup,1,0
22025.0,0.802,40.0,city_65,Male,No relevent experience,no_enrollment,High School,,<1,,,2,1
235.0,0.91,35.0,city_16,,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,1,0
2462.0,0.924,158.0,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,,4,0
15363.0,0.92,50.0,city_103,Male,No relevent experience,Full time course,Graduate,Other,14,,,1,1
5700.0,0.895,12.0,city_10,Male,Has relevent experience,Part time course,Graduate,STEM,12,10/49,Pvt Ltd,1,0
28125.0,0.939,42.0,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0
12431.0,0.754,19.0,city_73,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,1
