V1,V2,V5,V7,V8,V10,V11,V16,V17,V18,V20,V21,V22,V23,V24,V26,V27,V28,V29,V30,V32,V33,V35,V36,V41,V42,V43,V45,V46,V50,V52,V53,V54,V59,V60,V61,V62,V63,V65,V67,V70,V71,V72,V73,V74,V75,V76,V77,V78,V80,V82,V85,V86,V87,V88,V91,V94,V95,V3,V4,V6,V9,V12,V13,V14,V15,V19,V25,V31,V34,V37,V38,V39,V40,V44,V47,V48,V49,V51,V55,V56,V57,V58,V64,V66,V68,V69,V79,V81,V83,V84,V89,V90,V92,V93,V96,V97,V98,V99,V100,label
0.0,4.0,0.43,1.0,0.0,0.0,71940.0,0.33,381.0,33.3,44.0,73.1,0.888,239.0,0.0,1.0,435.0,0.0,0.936,672.0,0.676,659.0,6374.0,0.331,2.0,5418.0,4.0,7.72,1.0,2.0,0.0,5.03,1.0,73991.0,6314.0,33.2,0.0,60.5,0.0,20377.0,7.25,0.0,6040.0,0.15,4374.0,1.0,75.0,79.1,0.0,1.0,5.41,44.0,5.79,3.0,473.0,1.0,0.0,5150.0,v4,v3,v1,v2,v1,v1,v1,v3,v2,v3,v2,v6,v4,v4,v2,v1,v3,v6,v3,v3,v5,v2,v5,v2,v3,v3,v2,v5,v4,v2,v4,v2,v2,v4,v1,v2,v1,v4,v2,v2,v1,v1,1
1.0,2.0,0.36,0.0,3.0,1.0,71923.0,0.46,280.0,27.2,38.0,72.1,0.94,246.0,3.0,0.0,456.0,3.0,0.941,558.0,0.629,639.0,4042.0,0.472,1.0,6868.0,1.0,8.8,3.0,2.0,3.0,7.28,1.0,43782.0,7094.0,45.4,0.0,34.2,0.0,17723.0,5.58,2.0,7359.0,0.21,5539.0,1.0,89.0,80.2,5.0,0.0,5.56,46.6,7.75,3.0,455.0,0.0,0.0,6006.0,v1,v2,v2,v4,v2,v2,v5,v1,v1,v2,v1,v2,v3,v2,v3,v2,v3,v4,v2,v4,v5,v1,v1,v2,v1,v4,v2,v5,v1,v2,v3,v2,v2,v2,v3,v2,v1,v1,v3,v3,v2,v4,0
1.0,1.0,0.35,1.0,1.0,2.0,71923.0,0.52,496.0,33.3,64.0,71.2,0.913,241.0,0.0,1.0,320.0,4.0,0.935,553.0,0.611,626.0,6602.0,0.92,2.0,6364.0,0.0,7.78,0.0,1.0,1.0,3.89,0.0,50142.0,5957.0,15.3,1.0,29.6,0.0,18277.0,7.36,3.0,6581.0,0.27,4564.0,0.0,74.0,80.9,1.0,0.0,6.52,46.0,4.28,2.0,412.0,0.0,0.0,5877.0,v5,v1,v3,v3,v2,v1,v4,v5,v2,v1,v2,v1,v2,v1,v2,v1,v4,v4,v1,v1,v3,v1,v4,v1,v3,v1,v1,v3,v4,v5,v3,v2,v2,v5,v1,v1,v1,v4,v1,v5,v1,v5,0
0.0,1.0,0.22,0.0,2.0,1.0,48451.0,0.56,283.0,33.7,38.0,68.2,0.806,244.0,2.0,0.0,313.0,4.0,0.928,865.0,0.608,597.0,4289.0,0.143,0.0,7400.0,3.0,7.68,0.0,2.0,1.0,6.87,1.0,41516.0,6674.0,50.5,1.0,38.5,0.0,23052.0,6.99,0.0,6675.0,0.43,3856.0,2.0,91.0,81.3,4.0,0.0,4.26,46.7,4.2,1.0,440.0,0.0,1.0,5482.0,v6,v1,v3,v2,v3,v1,v3,v1,v2,v1,v2,v5,v2,v4,v3,v2,v5,v3,v3,v5,v3,v2,v1,v3,v1,v1,v2,v4,v4,v5,v4,v1,v2,v3,v2,v2,v1,v1,v1,v4,v2,v5,1
1.0,2.0,0.27,0.0,2.0,2.0,71974.0,0.29,399.0,30.6,46.0,70.2,0.948,210.0,4.0,0.0,466.0,0.0,0.916,698.0,0.497,649.0,5075.0,0.519,1.0,5738.0,0.0,7.5,2.0,2.0,2.0,5.32,0.0,51042.0,6342.0,51.4,0.0,52.2,2.0,17177.0,6.91,0.0,5702.0,0.47,2355.0,2.0,86.0,80.2,0.0,1.0,4.55,46.3,7.55,2.0,905.0,1.0,1.0,5537.0,v1,v2,v3,v4,v1,v1,v3,v3,v2,v2,v1,v4,v4,v4,v2,v1,v2,v4,v1,v4,v5,v2,v1,v3,v2,v4,v1,v4,v4,v3,v2,v3,v1,v6,v3,v2,v2,v4,v2,v2,v1,v2,1
0.0,2.0,0.34,0.0,1.0,2.0,35568.0,0.49,784.0,33.3,52.0,73.6,0.901,221.0,0.0,0.0,301.0,2.0,0.927,548.0,0.579,651.0,5317.0,0.826,0.0,6400.0,1.0,7.55,0.0,2.0,2.0,3.68,0.0,47422.0,6645.0,81.3,1.0,52.3,1.0,18047.0,7.02,1.0,6578.0,0.55,3542.0,2.0,93.0,80.3,3.0,1.0,3.84,44.2,4.98,1.0,656.0,2.0,1.0,6149.0,v3,v3,v2,v3,v3,v2,v3,v2,v1,v3,v2,v3,v4,v3,v2,v2,v5,v2,v2,v3,v3,v2,v4,v2,v1,v4,v2,v4,v4,v3,v4,v1,v2,v1,v1,v1,v2,v3,v3,v1,v2,v4,1
1.0,0.0,0.04,1.0,1.0,2.0,34327.0,0.55,497.0,33.9,50.0,79.4,0.943,266.0,2.0,1.0,302.0,1.0,0.943,556.0,0.465,651.0,5328.0,0.501,3.0,6224.0,3.0,7.78,3.0,2.0,3.0,6.32,1.0,53164.0,6094.0,45.5,0.0,30.8,1.0,15532.0,6.59,3.0,6837.0,0.51,3932.0,0.0,72.0,79.6,5.0,0.0,6.91,56.3,4.57,3.0,410.0,1.0,0.0,5580.0,v3,v4,v2,v3,v2,v1,v1,v3,v2,v4,v2,v3,v2,v4,v2,v2,v4,v6,v1,v1,v2,v4,v1,v2,v2,v4,v1,v5,v2,v1,v4,v3,v2,v5,v3,v1,v1,v2,v2,v5,v1,v1,0
1.0,3.0,0.49,1.0,0.0,2.0,78400.0,0.32,288.0,34.6,49.0,82.2,0.959,202.0,1.0,1.0,331.0,3.0,0.943,713.0,0.657,635.0,5260.0,0.545,0.0,6675.0,3.0,7.86,3.0,2.0,0.0,7.07,0.0,73835.0,6293.0,74.7,1.0,29.4,1.0,23465.0,5.58,3.0,7036.0,0.65,3051.0,2.0,82.0,79.3,1.0,0.0,3.99,45.0,3.31,1.0,436.0,1.0,1.0,6091.0,v2,v3,v2,v4,v2,v1,v5,v5,v1,v1,v2,v2,v1,v2,v5,v2,v2,v3,v1,v3,v3,v3,v1,v3,v1,v3,v2,v3,v3,v1,v2,v1,v2,v2,v3,v2,v2,v4,v2,v4,v2,v1,1
1.0,3.0,0.47,0.0,2.0,1.0,95644.0,0.16,830.0,33.4,50.0,76.3,0.874,204.0,3.0,0.0,327.0,0.0,0.91,559.0,0.518,601.0,5594.0,0.478,3.0,7397.0,2.0,7.78,0.0,1.0,0.0,4.94,0.0,65546.0,6455.0,38.6,1.0,31.0,1.0,21157.0,6.71,1.0,6922.0,0.15,7946.0,1.0,65.0,80.8,3.0,0.0,4.1,44.8,3.92,0.0,559.0,2.0,0.0,6121.0,v2,v3,v3,v3,v2,v1,v3,v4,v2,v2,v1,v6,v4,v4,v1,v1,v3,v5,v3,v6,v2,v3,v2,v2,v3,v3,v1,v5,v3,v4,v4,v3,v1,v5,v2,v1,v2,v5,v1,v5,v1,v3,0
1.0,3.0,0.17,0.0,0.0,1.0,40542.0,0.25,892.0,31.1,44.0,75.8,0.957,262.0,2.0,0.0,402.0,0.0,0.936,871.0,0.453,660.0,5302.0,0.341,0.0,5936.0,4.0,7.69,3.0,0.0,0.0,5.32,0.0,70257.0,5893.0,22.7,1.0,36.8,2.0,21134.0,6.56,1.0,6839.0,0.49,6318.0,2.0,92.0,79.5,0.0,0.0,5.41,64.2,7.96,0.0,717.0,0.0,1.0,5873.0,v3,v2,v3,v4,v1,v2,v2,v5,v2,v2,v1,v3,v5,v4,v2,v1,v3,v4,v3,v2,v2,v2,v1,v2,v1,v2,v1,v5,v3,v5,v3,v1,v2,v6,v3,v2,v1,v1,v2,v3,v2,v1,2
0.0,3.0,0.21,0.0,1.0,3.0,71920.0,0.14,706.0,34.6,40.0,74.4,0.878,255.0,0.0,1.0,419.0,3.0,0.912,878.0,0.475,594.0,4414.0,0.196,3.0,6402.0,0.0,7.68,2.0,2.0,0.0,7.06,0.0,70488.0,6898.0,51.5,0.0,38.9,1.0,16090.0,5.89,1.0,5729.0,0.15,6117.0,0.0,75.0,80.2,3.0,0.0,5.43,43.7,6.59,3.0,471.0,1.0,1.0,6131.0,v2,v2,v1,v1,v3,v2,v1,v1,v2,v2,v1,v3,v4,v1,v1,v1,v5,v2,v1,v3,v2,v2,v2,v1,v2,v1,v1,v3,v2,v5,v2,v2,v1,v3,v2,v2,v1,v3,v2,v6,v1,v4,0
0.0,2.0,0.46,1.0,0.0,1.0,71937.0,0.25,806.0,29.7,41.0,80.9,0.948,250.0,2.0,1.0,462.0,4.0,0.933,841.0,0.454,657.0,5279.0,0.563,1.0,6269.0,1.0,7.31,1.0,1.0,2.0,3.81,1.0,46017.0,6270.0,50.7,0.0,38.1,0.0,20095.0,7.02,2.0,6343.0,0.15,6141.0,0.0,85.0,79.2,0.0,1.0,6.48,47.2,7.57,1.0,472.0,2.0,1.0,6118.0,v5,v4,v1,v2,v2,v2,v2,v3,v2,v2,v2,v5,v2,v3,v2,v2,v4,v4,v1,v1,v2,v5,v1,v1,v1,v5,v1,v1,v3,v1,v3,v3,v2,v1,v2,v2,v1,v1,v3,v2,v1,v3,1
0.0,2.0,0.29,0.0,2.0,2.0,31401.0,0.25,488.0,37.1,30.0,77.2,0.923,241.0,1.0,0.0,334.0,2.0,0.921,664.0,0.607,655.0,5245.0,0.238,1.0,6097.0,2.0,8.8,3.0,2.0,3.0,6.91,0.0,64490.0,5803.0,39.7,1.0,60.6,2.0,17995.0,6.61,0.0,6833.0,0.26,6989.0,0.0,81.0,80.4,0.0,1.0,5.42,47.2,7.34,3.0,894.0,2.0,1.0,5518.0,v6,v4,v2,v2,v1,v1,v4,v6,v1,v2,v2,v6,v5,v2,v4,v1,v4,v4,v3,v4,v4,v2,v2,v3,v2,v1,v2,v5,v3,v2,v1,v2,v1,v2,v3,v1,v2,v5,v2,v3,v2,v1,1
1.0,4.0,0.35,0.0,1.0,3.0,72201.0,0.32,866.0,34.3,57.0,70.5,0.923,268.0,1.0,1.0,477.0,3.0,0.938,727.0,0.63,650.0,6768.0,0.893,1.0,6557.0,4.0,7.46,0.0,1.0,0.0,3.78,1.0,53044.0,5841.0,29.6,1.0,35.6,2.0,18028.0,6.68,2.0,6492.0,0.17,4985.0,0.0,66.0,82.1,1.0,0.0,6.99,46.2,5.19,1.0,437.0,2.0,1.0,5606.0,v6,v4,v2,v2,v3,v2,v4,v5,v2,v2,v2,v3,v2,v4,v1,v1,v1,v3,v3,v2,v3,v1,v5,v1,v3,v5,v2,v5,v2,v4,v3,v3,v1,v6,v3,v1,v1,v5,v1,v6,v2,v5,0
1.0,3.0,0.23,1.0,1.0,2.0,53129.0,0.23,834.0,33.7,64.0,77.8,0.849,191.0,0.0,0.0,383.0,1.0,0.943,701.0,0.608,595.0,6234.0,0.838,0.0,6402.0,3.0,7.7,3.0,2.0,2.0,5.12,1.0,66046.0,5688.0,73.6,1.0,37.9,0.0,20081.0,5.58,0.0,6588.0,0.68,2944.0,2.0,93.0,81.6,0.0,1.0,3.61,46.3,4.18,1.0,910.0,0.0,0.0,5116.0,v1,v1,v1,v1,v3,v2,v2,v3,v2,v3,v2,v1,v4,v2,v5,v1,v1,v6,v2,v3,v1,v4,v3,v2,v2,v1,v2,v5,v2,v2,v4,v2,v2,v5,v2,v2,v1,v2,v2,v6,v2,v2,2
1.0,0.0,0.35,1.0,1.0,2.0,60740.0,0.21,868.0,32.7,44.0,73.3,0.944,270.0,4.0,0.0,317.0,2.0,0.928,844.0,0.466,604.0,5004.0,0.346,3.0,6292.0,0.0,8.65,3.0,1.0,0.0,4.95,0.0,41647.0,5701.0,51.2,1.0,31.0,0.0,19944.0,6.96,3.0,6541.0,0.15,6268.0,2.0,70.0,79.3,1.0,0.0,3.8,47.4,4.42,0.0,474.0,1.0,0.0,5550.0,v6,v1,v3,v2,v2,v2,v3,v1,v2,v3,v1,v2,v3,v1,v2,v1,v1,v5,v2,v1,v3,v1,v1,v2,v2,v5,v1,v4,v4,v1,v1,v3,v1,v4,v1,v2,v1,v4,v2,v6,v1,v4,1
0.0,2.0,0.17,0.0,2.0,2.0,53919.0,0.42,867.0,33.3,42.0,72.0,0.919,251.0,0.0,1.0,475.0,2.0,0.91,694.0,0.622,655.0,3974.0,0.478,1.0,7272.0,3.0,7.71,0.0,1.0,1.0,3.89,0.0,62357.0,5713.0,50.7,0.0,60.3,0.0,20226.0,5.89,0.0,7053.0,0.47,5775.0,0.0,68.0,79.7,2.0,0.0,3.94,50.4,7.61,1.0,444.0,2.0,0.0,5672.0,v1,v4,v2,v4,v3,v2,v5,v6,v1,v2,v1,v5,v1,v4,v2,v2,v3,v6,v3,v1,v5,v3,v2,v2,v2,v2,v2,v1,v3,v4,v4,v1,v1,v6,v2,v2,v2,v3,v3,v5,v2,v2,1
1.0,3.0,0.28,0.0,2.0,2.0,78526.0,0.27,435.0,33.3,27.0,78.6,0.814,237.0,2.0,0.0,482.0,0.0,0.94,809.0,0.666,623.0,5214.0,0.604,2.0,6033.0,4.0,7.77,3.0,0.0,1.0,3.93,1.0,52711.0,6295.0,51.5,0.0,31.4,0.0,16087.0,6.79,0.0,6548.0,0.15,2272.0,0.0,68.0,82.0,3.0,1.0,5.98,46.4,4.37,2.0,472.0,1.0,0.0,5560.0,v1,v2,v2,v3,v3,v1,v3,v1,v2,v1,v2,v6,v3,v3,v4,v2,v4,v5,v1,v6,v4,v3,v2,v3,v1,v4,v2,v4,v4,v4,v3,v2,v2,v4,v2,v2,v1,v1,v3,v5,v2,v4,0
1.0,1.0,0.48,0.0,2.0,1.0,42836.0,0.45,623.0,32.6,30.0,67.2,0.87,243.0,1.0,0.0,350.0,2.0,0.941,712.0,0.667,640.0,6571.0,0.818,3.0,7389.0,2.0,7.78,1.0,0.0,1.0,3.81,1.0,53284.0,6401.0,63.5,0.0,30.8,1.0,16583.0,6.92,1.0,7306.0,0.48,7952.0,0.0,68.0,82.9,4.0,0.0,5.44,44.4,4.35,2.0,473.0,0.0,1.0,5568.0,v4,v1,v2,v4,v1,v1,v3,v4,v2,v2,v1,v1,v5,v1,v5,v1,v3,v1,v2,v6,v4,v1,v3,v2,v2,v5,v1,v5,v1,v1,v4,v3,v1,v4,v2,v1,v1,v4,v3,v6,v2,v3,0
0.0,3.0,0.35,0.0,1.0,3.0,73117.0,0.18,706.0,31.8,29.0,66.1,0.905,256.0,3.0,0.0,486.0,4.0,0.934,550.0,0.465,656.0,5323.0,0.502,2.0,5895.0,0.0,7.37,3.0,1.0,0.0,6.9,0.0,62658.0,5653.0,85.8,1.0,30.7,0.0,22313.0,6.63,0.0,6445.0,0.44,3272.0,1.0,81.0,83.2,2.0,1.0,4.1,46.8,7.53,3.0,460.0,2.0,0.0,5553.0,v5,v4,v2,v4,v3,v2,v1,v2,v2,v1,v2,v5,v2,v4,v3,v2,v3,v5,v2,v3,v5,v1,v4,v3,v2,v5,v1,v2,v2,v1,v1,v2,v2,v4,v3,v2,v2,v5,v2,v5,v2,v5,0
0.0,1.0,0.48,1.0,0.0,0.0,34407.0,0.29,858.0,33.3,38.0,82.4,0.911,248.0,2.0,0.0,427.0,2.0,0.927,851.0,0.557,634.0,5085.0,0.926,0.0,6334.0,4.0,7.86,3.0,2.0,2.0,5.02,0.0,55068.0,5748.0,85.3,0.0,36.6,2.0,16049.0,7.18,1.0,6911.0,0.19,5891.0,2.0,82.0,80.6,1.0,1.0,4.74,63.3,4.21,2.0,393.0,2.0,1.0,5516.0,v1,v1,v3,v1,v3,v1,v5,v2,v2,v2,v1,v5,v5,v1,v3,v1,v5,v6,v3,v4,v5,v1,v3,v1,v2,v1,v2,v5,v2,v1,v1,v3,v2,v5,v3,v1,v1,v4,v1,v3,v1,v1,1
1.0,3.0,0.47,0.0,1.0,1.0,92585.0,0.55,267.0,33.7,57.0,83.4,0.925,241.0,4.0,1.0,308.0,1.0,0.933,761.0,0.577,602.0,4025.0,0.163,1.0,5688.0,0.0,8.02,2.0,1.0,1.0,4.47,1.0,59700.0,5880.0,63.7,1.0,37.2,0.0,16081.0,7.03,2.0,6975.0,0.55,2383.0,0.0,67.0,81.5,0.0,1.0,5.41,53.3,4.41,0.0,443.0,1.0,1.0,5163.0,v5,v1,v2,v3,v3,v2,v3,v5,v1,v3,v2,v4,v5,v1,v2,v1,v1,v3,v1,v1,v3,v4,v3,v2,v1,v2,v2,v1,v4,v3,v2,v2,v1,v6,v1,v2,v2,v3,v2,v6,v1,v3,0
1.0,3.0,0.22,0.0,1.0,3.0,51366.0,0.47,893.0,36.1,51.0,73.5,0.932,209.0,0.0,1.0,459.0,2.0,0.929,750.0,0.471,598.0,4016.0,0.486,3.0,6177.0,3.0,8.01,1.0,0.0,1.0,6.83,1.0,44961.0,5831.0,50.6,1.0,40.1,2.0,18440.0,6.9,0.0,6904.0,0.15,6569.0,0.0,79.0,79.5,0.0,1.0,3.32,43.6,5.4,0.0,471.0,0.0,0.0,5523.0,v2,v4,v1,v3,v3,v2,v4,v6,v1,v1,v1,v3,v2,v3,v5,v2,v1,v2,v3,v3,v2,v1,v1,v1,v2,v4,v1,v1,v1,v4,v2,v1,v1,v6,v2,v1,v1,v3,v3,v4,v2,v1,1
1.0,2.0,0.31,0.0,1.0,0.0,71926.0,0.57,789.0,27.6,52.0,84.8,0.822,216.0,3.0,1.0,313.0,1.0,0.932,631.0,0.672,606.0,4299.0,0.48,2.0,5387.0,4.0,8.8,2.0,1.0,2.0,3.87,0.0,52687.0,5815.0,86.5,0.0,33.7,0.0,19883.0,5.58,0.0,7288.0,0.7,2907.0,1.0,68.0,82.9,3.0,1.0,3.49,44.4,4.89,2.0,456.0,2.0,1.0,5906.0,v1,v1,v1,v4,v3,v1,v4,v4,v2,v4,v2,v4,v1,v3,v3,v1,v2,v4,v1,v1,v4,v3,v5,v2,v3,v5,v2,v1,v3,v5,v4,v1,v1,v4,v2,v2,v2,v4,v2,v1,v2,v1,1
0.0,2.0,0.43,0.0,1.0,2.0,71963.0,0.37,264.0,34.1,38.0,70.8,0.898,236.0,2.0,0.0,467.0,4.0,0.935,849.0,0.562,656.0,4032.0,0.457,1.0,5840.0,1.0,7.5,1.0,1.0,2.0,4.82,1.0,54894.0,6450.0,84.1,0.0,60.4,0.0,22569.0,5.58,3.0,7161.0,0.58,3852.0,1.0,73.0,83.4,3.0,1.0,6.1,44.0,3.88,3.0,562.0,1.0,0.0,5264.0,v5,v1,v1,v2,v2,v2,v3,v1,v2,v3,v2,v3,v1,v2,v3,v1,v5,v6,v1,v3,v1,v4,v1,v3,v2,v5,v2,v3,v1,v4,v4,v2,v1,v2,v2,v1,v1,v3,v3,v1,v2,v2,1
1.0,0.0,0.12,0.0,2.0,1.0,33759.0,0.51,616.0,31.4,65.0,75.3,0.826,234.0,0.0,1.0,455.0,1.0,0.925,880.0,0.456,592.0,4033.0,0.373,3.0,6154.0,1.0,7.96,2.0,1.0,2.0,4.55,1.0,50163.0,6595.0,48.4,0.0,51.4,1.0,14848.0,5.57,2.0,6585.0,0.47,2724.0,2.0,66.0,79.3,4.0,1.0,6.22,44.0,4.94,1.0,455.0,0.0,0.0,5883.0,v2,v2,v1,v2,v2,v2,v1,v6,v2,v2,v2,v6,v3,v3,v2,v2,v5,v2,v1,v6,v3,v1,v3,v1,v2,v5,v1,v3,v4,v2,v4,v2,v1,v2,v2,v2,v2,v5,v1,v5,v1,v1,1
1.0,3.0,0.27,1.0,3.0,0.0,32171.0,0.29,617.0,37.1,60.0,70.9,0.818,190.0,1.0,0.0,404.0,3.0,0.91,768.0,0.63,595.0,5169.0,0.179,1.0,7392.0,2.0,7.55,3.0,1.0,3.0,3.83,0.0,58932.0,6283.0,85.4,0.0,30.0,1.0,18547.0,7.03,3.0,6982.0,0.73,2835.0,2.0,69.0,81.3,5.0,0.0,3.94,45.6,7.17,1.0,384.0,2.0,1.0,6111.0,v4,v2,v1,v4,v2,v2,v3,v4,v1,v1,v1,v4,v2,v3,v4,v2,v4,v1,v2,v4,v5,v4,v4,v2,v1,v4,v1,v1,v1,v3,v1,v3,v2,v1,v3,v1,v2,v3,v2,v3,v2,v1,1
0.0,1.0,0.27,0.0,1.0,3.0,71917.0,0.25,772.0,32.5,40.0,76.6,0.955,248.0,3.0,0.0,444.0,0.0,0.94,696.0,0.618,599.0,5936.0,0.554,1.0,6402.0,2.0,7.39,0.0,2.0,1.0,7.07,0.0,54398.0,5645.0,33.3,1.0,60.6,1.0,18234.0,6.98,3.0,6666.0,0.74,5682.0,0.0,72.0,79.7,1.0,0.0,4.13,46.8,6.88,3.0,405.0,2.0,0.0,5072.0,v3,v4,v2,v4,v2,v1,v2,v1,v1,v3,v1,v2,v1,v1,v1,v1,v2,v3,v3,v4,v5,v4,v1,v1,v1,v5,v1,v3,v1,v5,v2,v1,v2,v2,v1,v1,v2,v5,v2,v2,v2,v5,0
0.0,1.0,0.43,1.0,1.0,3.0,89085.0,0.13,811.0,37.1,37.0,73.1,0.959,241.0,3.0,0.0,350.0,3.0,0.916,660.0,0.635,660.0,6531.0,0.29,3.0,6261.0,2.0,8.03,0.0,1.0,1.0,6.13,0.0,54579.0,5698.0,31.3,1.0,60.8,1.0,16089.0,6.98,1.0,6838.0,0.15,6626.0,1.0,87.0,81.9,3.0,1.0,5.42,46.8,7.77,2.0,471.0,1.0,1.0,5664.0,v3,v3,v1,v2,v3,v1,v1,v3,v1,v1,v1,v3,v3,v4,v3,v1,v2,v2,v1,v1,v4,v4,v2,v1,v2,v3,v2,v4,v3,v4,v4,v2,v1,v4,v2,v2,v1,v4,v3,v3,v2,v4,0
0.0,0.0,0.06,1.0,3.0,3.0,72057.0,0.53,681.0,31.0,41.0,69.4,0.927,241.0,2.0,0.0,330.0,2.0,0.941,584.0,0.669,632.0,3991.0,0.544,1.0,6208.0,0.0,8.21,1.0,1.0,1.0,3.77,1.0,67416.0,6393.0,50.4,0.0,32.8,1.0,17870.0,7.15,3.0,6647.0,0.57,7472.0,0.0,63.0,79.0,1.0,0.0,6.51,45.3,5.51,2.0,738.0,1.0,1.0,5839.0,v5,v2,v1,v4,v1,v1,v3,v1,v1,v1,v1,v6,v1,v4,v3,v1,v3,v3,v1,v1,v4,v4,v2,v1,v2,v1,v1,v3,v4,v4,v3,v3,v2,v3,v1,v2,v2,v1,v1,v2,v2,v1,1
0.0,1.0,0.3,0.0,0.0,2.0,40157.0,0.16,429.0,30.7,51.0,76.3,0.811,195.0,3.0,0.0,487.0,4.0,0.939,547.0,0.605,611.0,5169.0,0.161,3.0,6077.0,0.0,8.18,3.0,2.0,1.0,4.88,1.0,69835.0,6066.0,41.2,1.0,30.1,1.0,16038.0,7.11,2.0,6555.0,0.29,2807.0,2.0,82.0,79.2,1.0,1.0,6.82,46.1,4.35,2.0,365.0,1.0,1.0,5539.0,v2,v4,v1,v1,v2,v1,v3,v4,v1,v2,v2,v4,v3,v4,v3,v2,v1,v1,v1,v6,v4,v1,v1,v3,v2,v4,v1,v3,v1,v2,v1,v3,v1,v1,v1,v1,v1,v1,v3,v2,v1,v5,0
0.0,0.0,0.46,1.0,2.0,3.0,38761.0,0.1,557.0,35.5,36.0,70.1,0.954,197.0,0.0,0.0,463.0,3.0,0.93,704.0,0.577,651.0,4058.0,0.567,0.0,7184.0,1.0,8.28,2.0,1.0,0.0,5.03,1.0,40918.0,6175.0,44.2,1.0,29.5,2.0,22933.0,7.23,3.0,7062.0,0.7,3208.0,0.0,70.0,79.1,4.0,0.0,4.07,43.6,4.34,3.0,473.0,1.0,1.0,5471.0,v3,v4,v3,v1,v2,v2,v1,v2,v1,v3,v1,v6,v3,v2,v2,v1,v1,v1,v1,v1,v5,v2,v3,v1,v2,v4,v2,v3,v4,v4,v2,v3,v1,v4,v2,v2,v1,v1,v2,v4,v1,v2,1
0.0,4.0,0.29,1.0,2.0,3.0,40496.0,0.14,391.0,33.3,48.0,79.0,0.916,249.0,3.0,1.0,442.0,4.0,0.924,878.0,0.461,621.0,5601.0,0.872,2.0,6720.0,0.0,7.74,3.0,1.0,2.0,5.11,0.0,48865.0,6357.0,49.7,0.0,30.4,2.0,23271.0,6.53,2.0,5758.0,0.44,2328.0,2.0,75.0,79.5,1.0,0.0,5.41,45.1,4.52,1.0,371.0,1.0,1.0,5580.0,v4,v3,v3,v2,v1,v2,v1,v4,v1,v4,v1,v5,v4,v4,v5,v1,v4,v4,v2,v4,v1,v5,v5,v3,v1,v2,v1,v4,v2,v3,v1,v3,v1,v3,v2,v1,v1,v4,v1,v3,v2,v5,1
1.0,4.0,0.21,0.0,1.0,2.0,35330.0,0.48,872.0,36.2,32.0,68.8,0.939,197.0,0.0,1.0,378.0,4.0,0.925,711.0,0.585,639.0,4716.0,0.755,3.0,7167.0,3.0,7.28,3.0,0.0,3.0,3.92,0.0,43702.0,6391.0,27.8,1.0,61.2,1.0,18022.0,5.58,3.0,6390.0,0.49,2903.0,0.0,65.0,79.4,5.0,0.0,5.42,45.5,5.52,3.0,438.0,2.0,1.0,5188.0,v6,v3,v1,v3,v2,v2,v1,v4,v2,v3,v2,v6,v3,v2,v3,v2,v3,v4,v2,v1,v1,v5,v1,v2,v2,v1,v2,v1,v1,v1,v2,v1,v1,v6,v3,v2,v2,v3,v2,v4,v1,v4,2
0.0,3.0,0.15,0.0,0.0,1.0,72040.0,0.3,292.0,35.3,46.0,78.8,0.821,197.0,3.0,0.0,286.0,0.0,0.941,583.0,0.615,603.0,4062.0,0.683,2.0,6400.0,1.0,8.7,3.0,1.0,1.0,5.48,1.0,47740.0,6272.0,69.1,1.0,29.7,0.0,18594.0,5.58,1.0,5711.0,0.15,3273.0,2.0,72.0,79.7,4.0,1.0,3.64,47.2,4.93,0.0,463.0,2.0,0.0,5771.0,v3,v1,v1,v3,v1,v1,v4,v5,v2,v2,v2,v5,v3,v3,v2,v2,v4,v2,v1,v2,v5,v1,v1,v3,v2,v1,v2,v5,v1,v2,v3,v3,v1,v2,v1,v2,v1,v3,v2,v2,v1,v3,0
0.0,1.0,0.04,1.0,2.0,1.0,35168.0,0.15,852.0,35.4,36.0,67.6,0.858,211.0,4.0,0.0,486.0,3.0,0.935,580.0,0.537,598.0,5351.0,0.789,1.0,7353.0,4.0,7.78,2.0,0.0,2.0,6.94,1.0,52212.0,5894.0,38.2,1.0,31.4,0.0,16080.0,6.97,1.0,6784.0,0.15,2722.0,1.0,64.0,79.9,1.0,0.0,3.3,45.2,3.61,2.0,387.0,2.0,0.0,5561.0,v2,v1,v1,v4,v2,v1,v3,v2,v1,v1,v1,v5,v1,v3,v5,v2,v1,v6,v3,v5,v5,v3,v5,v2,v1,v3,v2,v4,v1,v4,v4,v3,v2,v5,v3,v2,v2,v3,v1,v2,v2,v5,0
0.0,2.0,0.34,1.0,3.0,0.0,71926.0,0.37,820.0,36.7,51.0,68.8,0.913,280.0,1.0,1.0,465.0,4.0,0.941,608.0,0.594,627.0,4038.0,0.459,2.0,7363.0,1.0,7.54,3.0,1.0,3.0,6.94,0.0,57882.0,6359.0,48.7,0.0,30.7,1.0,16080.0,5.58,3.0,6517.0,0.67,4821.0,1.0,68.0,79.2,4.0,0.0,4.02,45.3,4.43,3.0,478.0,2.0,1.0,5487.0,v5,v2,v2,v4,v2,v1,v3,v2,v2,v2,v2,v5,v3,v2,v1,v2,v4,v2,v3,v3,v5,v4,v2,v1,v2,v4,v2,v5,v4,v2,v1,v3,v1,v1,v3,v1,v1,v3,v2,v2,v2,v2,1
