WSR0,WSR1,WSR2,WSR3,WSR4,WSR5,WSR6,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR22,WSR23,WSR_PK,WSR_AV,T85,RH85,T70,RH70,T50,RH50,HT50,SLP,SLP_,Precp,label
1,1.2,1.2,1.6,1.7,1.9,2,2,2.1,3.5,4.4,4.2,4.6,4.4,3.8,3.4,2.5,6.9,6.3,5.1,5.2,5.9,5.9,5.4,6.9,3.6,9.2,0.91,6.8,0.11,-10,0.17,5815,10165,-15,0.03,0
1.3,1.9,2.4,2.1,1,0.4,1.3,2.5,2.8,3.3,3.4,3.4,3.1,3.7,3.3,3.1,3,2.8,2.6,2.7,2.7,2.2,2.6,2.1,3.7,2.5,19.4,0.53,11.9,0.2,-7,0.34,5905,10135,0,0,0
0,0.1,0.1,0.2,0.2,0.3,0.9,0.7,1.3,2.1,2.1,2.6,1.5,1.3,2.5,3.4,4.1,4.2,3.8,3.1,2,2.4,2.6,2.1,4.2,1.8,?,?,?,?,?,?,?,?,?,0,1
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.5,0.65,4.8,0.04,-13.3,0.13,5750,10130,-60,0,0
3.9,3.9,4.5,4.6,3.3,4,4.5,4.2,4.1,3.6,4.2,3.8,3.1,2.8,2.4,2.3,2.2,1.9,1.3,1.1,1.3,1.5,1.8,1.3,4.6,3,7.4,0.93,-0.65,0.74,-14.7,0.47,5675,10170,20,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.2,0.91,3,0.76,-14.6,0.42,5590,9975,-130,0,0
1.3,0.7,0.3,0.3,0.5,0.7,1.2,1.3,1.3,1.3,1.5,1,1.7,1.5,1.7,3.5,3.9,4.1,3.8,2.8,2.4,1.8,2.1,1.6,4.1,1.8,16,0.56,9.1,0.02,-7.9,0.03,5860,10140,-15,0,1
0.8,1,1,1.1,1.3,1.6,1.8,2.2,2.8,3.2,3.8,3.8,4.6,4.6,4,3.9,3.7,3.8,3.3,3.4,3.4,3,3.2,3.8,4.6,2.9,13.7,0.53,5.5,0.69,-10.7,0.75,5840,10185,5,0.3,0
0.6,0.9,1,0.6,0.7,0.7,0.8,1.4,2.6,2.6,2.7,3,3.2,3.4,3,3.2,2.8,1.7,1.1,1.1,1.3,1.3,1,0.9,3.4,1.7,11.1,0.69,5.2,0.03,-12.7,0.19,5835,10215,5,0,0
1.4,0.8,0.7,0.9,1.1,1.4,1.4,2.2,3,3,3.3,3.2,3.1,3.6,3.6,3.1,3.5,3.7,3.2,3.2,2.7,2.1,1.6,1.1,3.7,2.4,18.5,0.79,9.2,0.77,-5.9,0.61,5930,10165,-5,0,0
1.7,2.1,1.6,1.7,1.8,1.8,1.9,1.9,2.2,2.7,3,2.3,2.5,2.3,2.6,3.2,2.8,2.3,2.1,2,1.1,1.3,1.5,1.6,3.2,2.1,18.1,0.78,9.5,0.76,-5.1,0.62,5915,10145,-10,0,0
0.8,0.4,0.8,0.6,0.6,0.1,0.6,1.6,2.9,2.9,2.5,3,2.5,2.7,3,3.2,4.4,3.9,2.9,2.5,1.8,1.7,1.3,1,4.4,2,14.4,0.15,5,0.07,-11.5,0.03,5825,10190,-20,0,0
3.3,3.4,3.1,2.2,2.3,1.7,1.7,3.6,4.7,4.7,4.9,4.7,4.9,5.1,5,5.2,5.2,5.5,4.7,4.6,4.5,4.5,5.3,5.3,5.5,4.2,11.1,0.92,10.9,0.1,-10.5,0.34,5880,10190,-15,0,0
0.6,0.2,0.3,0.1,0.2,0.7,0.6,0.8,1.1,0.9,1.5,1.7,1.8,1.8,1.4,1.2,1.7,0.5,0.8,1.4,0.9,1,1.2,1.3,1.8,1,14.8,0.49,9.1,0.49,-6.6,0.66,5850,10125,5,0,0
3.8,4.2,4.4,4.2,4.5,4.2,4.3,4.5,4.2,5.1,4.2,4.1,4.3,4.6,4.5,3.6,3.4,2.1,1,0.8,0.6,0.6,0.6,0.7,5.1,3.3,4.55,1,-2.35,0.43,-15.7,0.39,5605,10160,-20,0,0
0.1,0.4,0.1,0.2,0.3,0.6,0.4,0.1,0.7,1.4,1.9,1.7,1.3,2.7,3.8,3,2.3,2,2.1,2.9,2.2,2.6,2.9,1,3.8,1.5,15.1,0.44,6.6,0.63,-8,0.12,5800,10120,5,0.15,0
0.2,1.5,1.2,0.5,1,1.1,1.2,1.6,2.1,2.1,2,1.6,1.3,1.2,1.6,1.7,1.9,1.3,1.4,1.4,1,1,0.9,1.4,2.1,1.3,16.8,0.42,8.9,0.06,-9.9,0.58,5865,10150,5,0,0
0.9,0.9,0.7,0.7,0.6,0.8,0.8,1.4,2.2,1.6,1.2,1.3,2.3,2.4,2.5,2.7,2.3,2.1,1.9,1.4,0.7,0.9,0.2,0.3,2.7,1.4,14.7,0.73,8.9,0.16,-6.7,0.25,5845,10120,-25,0,0
1.6,1.1,1.1,1.3,1.5,1.3,1.4,1.2,1,1.6,1.3,1.2,1,1.6,1.4,1.6,1.1,1.1,1.3,1.5,0.9,0.8,0.4,0.6,1.6,1.2,6,0.88,2.8,0.16,-14.7,0.87,5805,10270,-25,0,0
0.4,0.3,0.4,0.4,0.5,0.6,0.7,0.7,1.1,1.3,1.8,2.1,3.9,1.4,2,2.5,2.2,1.3,1.2,0.8,0.3,0.3,0.5,0.8,3.9,1.1,18.3,0.74,8.3,0.26,-6.4,0.08,5885,10125,-10,0,0
0.9,0.6,0.2,0.7,0.5,0.6,0.3,0.8,0.4,1.2,1.4,1.8,1.8,4.5,3.7,3.1,3.4,3.2,2.4,3.1,2.2,1.9,1.1,1,4.5,1.7,18.3,0.79,9,0.64,-6.4,0.56,5890,10125,-10,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11,0.1,4.5,0.09,-13.8,0.11,5750,10190,10,0,0
2.7,3.8,2.8,3.7,2.5,2,2,2.6,3.5,4.1,4.1,3.1,4.6,4.8,4.6,5,5.3,4.6,4.4,4.5,4.2,4.2,3.8,3.9,5.3,3.8,9,0.87,1.3,0.93,-15.3,0.81,5795,10225,-20,0.25,0
0.4,0.3,0.1,0.5,0.6,1.2,1.4,2,2.7,4.3,4.4,4.8,5,3.7,3.2,4,3.9,4.2,4.2,3.9,3.3,3.1,2.4,3.1,5,2.8,6.9,0.26,2.9,0.04,-14.8,0.15,5710,10165,40,0,0
2.1,1.7,1.2,1.5,1.9,2.1,1.8,2.2,3.4,3.8,3.2,3.4,3.4,3.5,4.2,4.4,3.8,3.4,2.5,2.3,2.3,2.3,1.9,2.6,4.4,2.7,15.7,0.82,10.1,0.1,-7.7,0.07,5900,10170,10,0,0
1.3,0.9,0.3,0.1,0.7,0.7,0.6,1.4,2.2,2.4,2.6,2.4,3,3,3.8,4,3.3,2.1,1.5,1.7,1.3,1.3,0.7,1,4,1.8,13.6,0.7,9.3,0.09,-5.4,0.03,5900,10180,-20,0,0
1.7,1.9,1.7,2,2.1,2.2,2.1,2.3,2.5,2.3,2.9,4.1,4.3,4.4,4,4.5,4,3.6,3.5,3.1,3.2,3.2,1.9,2.3,4.5,2.9,3,0.62,-4.2,0.93,-19.2,0.27,5705,10310,?,0.36,0
1.7,2,1.5,1.9,2.3,2.1,2.7,2.3,2.6,2.5,3.5,3.6,3,1.9,1.5,3,2.9,2.3,1.9,2.5,2.2,2.4,2.9,2,3.6,2.4,15.5,?,7.3,?,-6.8,?,5860,10145,10,0,0
1.4,0.8,0.7,3.2,1.7,1.5,2.4,1.6,2.2,2.8,4.2,1.7,2.1,3.1,3.1,2.9,1.7,2.1,1.5,1,1.2,0.9,0.9,1.1,4.2,1.9,18,0.8,9.2,0.71,-6.1,0.71,5880,10120,-20,1.07,0
3.1,3.5,3.3,3.7,3.2,3.7,3.4,3.6,4.3,4.4,4.6,5.8,5,5.6,5.6,5.1,5.3,4.5,3.6,3.3,3.5,3.4,3.3,2.8,5.8,4.1,12.7,0.3,6.2,0.02,-15.6,0.56,5795,10185,0,0,0
1.7,1.4,1.3,1.1,1.1,1.1,1.3,1.3,1.5,2.6,3.8,5.1,4.5,4.4,4.5,4.6,4.5,4.3,3.2,3.3,2.8,2.6,2.8,2.7,5.1,2.8,11.8,0.06,5.4,0.07,-12.4,0.03,5770,10165,-50,0,0
0.5,0.4,0.4,0.2,0.2,0.5,1.4,1.4,2.1,2.9,3.8,4.2,4.3,4.1,2.1,2.1,1,1.3,2.1,2.5,2.2,2.1,1.2,0.6,4.3,1.8,0.25,0.13,-2.9,0.03,-16.5,0.23,5695,10280,40,0.08,0
2,1.6,1.8,1.8,1.5,0.9,0.6,2.2,2.4,2.6,3.2,3.1,3.4,3.4,4.3,4.7,4.9,5.3,4.7,3.4,2.6,2.6,1.7,1.1,5.3,2.7,16.7,0.8,8.3,0.45,-6.1,0.1,5855,10110,-5,0,0
4.2,4.1,3.5,4.4,4.6,4.2,2.1,1.5,1.1,1.8,0.3,0.9,0.2,2,2.7,2.1,2.6,2.5,1.2,2.1,2.2,1.7,1.6,1.9,4.6,2.3,14.8,0.74,9.7,0.19,-12,0.57,5825,10135,10,2.74,0
1,0.8,0.5,0.8,0.4,0.3,0.4,1,1.3,1.8,1.1,0.8,0.7,1.2,2.1,1.7,1.1,1.1,1.3,1.4,1.7,1.7,1.4,1.3,2.1,1.1,19.6,0.75,11.4,0.3,-3.6,0.01,5925,10130,20,0,0
2.7,2.8,2.5,2.6,2.1,1.8,1.7,1.8,2.4,3.1,3.7,3.8,4.2,4.8,4.2,4.8,4.5,4.1,3.4,3.1,2.7,3.2,3.1,3.3,4.8,3.2,14.8,0.45,6.8,0.04,-12.2,0.03,5795,10145,-15,0,0
0.8,0.4,0.6,0.3,0.5,1,0.4,0.5,1,1.7,1.9,1.4,1.2,1.5,4,3.7,3.3,2.8,2.6,2.3,1.8,1.9,0.8,1,4,1.6,17.9,0.97,9,0.89,-4.7,0.47,5895,10120,-10,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0
1.5,1.8,2.4,2.1,2,2.1,2,2.2,2,1.9,2.2,1.4,2.5,2.4,2.5,2.4,2.2,0.2,0.1,0.1,0.4,0.3,0.4,0.7,2.5,1.6,13.9,0.71,4.4,0.72,-10.9,0.6,5830,10180,-50,0,0
4.1,4,3.3,3,3.1,3.1,2.6,2.5,2.5,3.2,4,4.2,3.8,3.8,2.9,2.6,2.5,2.5,2.8,1.8,1.5,1.7,1.2,1.8,4.2,2.9,6.3,0.46,2.6,0.51,-15.8,0.3,5770,10260,-40,0.1,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16.9,0.74,6.8,0.45,-5.8,0.03,5870,10130,-10,0.05,0
?,?,?,?,?,?,1.4,1.6,1.6,1.9,2.1,1.9,2,2.1,2.3,2,2,1.2,0.3,1.4,1.3,1.1,1.5,0.9,2.3,1.6,?,?,?,?,?,?,?,?,?,0,0
1.4,2.3,3.3,2.9,2.6,1.1,1.2,1.3,1.6,2,4.4,4.6,5.2,5.2,5,4.7,3.9,3.9,3.3,2.9,3,2.8,3.3,3,5.2,3.1,8.1,0.27,3.2,0.31,-12.8,0.24,5780,10225,-35,0,0
0.3,0.1,0.2,0.6,0.4,0.7,0.5,0.8,1.5,2.1,1.9,1.1,0.5,1,1.3,1.1,1.3,0.7,1.3,1.6,0.8,1,1.3,1.3,2.1,1,7.7,0.21,3.3,0.04,-13.9,0.16,5750,10200,?,0,0
0.3,0.1,0.3,0.2,0.3,0.2,1.1,1.5,2.1,3.2,3.4,3,3.3,3.3,3.2,3.6,4,3.1,2.7,2.4,1.9,1.8,1.8,1.2,4,2,15,0.52,6.5,0.29,-12.1,0.07,5785,10110,45,0,0
3.6,3.9,3.5,3.6,3.3,2.5,2.2,2.1,2.7,3,2.6,2.7,2.3,2.4,2.3,2.6,1.6,0.9,0.3,0.2,0.4,0.4,0.4,0.4,3.9,2.1,7.5,0.99,2.6,0.79,-10.8,0.69,5740,10195,-20,0.05,0
1.9,1.5,2,1.8,1.3,0.3,0.9,1.7,1.9,2.1,2.2,2.5,2.5,3,3,2.7,2.5,2.1,2.1,2.7,2.5,2.4,1.7,1.9,3,2.1,12.4,0.81,6.1,0.2,-14.6,0.74,5830,10210,-5,0,0
1.9,1.9,2,2.1,2,1.7,2,1.8,2.8,3.3,4.3,4,3.8,3.8,3.9,4.1,4,3.8,3.9,3.9,4,3.8,3.2,3.5,4.3,3.1,9.8,0.42,3.3,0.32,-14.8,0.24,5710,10150,-5,0.36,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.3,0.93,7.4,0.88,-6.8,0.52,5860,10180,-55,5.89,0
2.1,2.2,2.4,2.2,2.5,2,1.7,0.9,2.5,2.8,2.2,2.1,1.8,0.8,1.2,0.2,1.1,1.7,1.3,1.3,0.7,0.9,1.1,0.9,2.8,1.6,-3.4,0.48,-4.6,0.38,-17.6,0.03,5605,10240,125,0,0
0.3,0.3,0.3,0.4,0.1,0.2,0.3,0,0.1,1.7,2.7,2.9,3.1,3.1,2.1,2.2,1.3,2.7,2.4,2.3,1.7,1.6,1.8,1.2,3.1,1.5,6.3,0.61,1.3,0.25,-15.9,0.14,5635,10110,40,0,0
1.6,1.8,1.9,2.1,2.2,1.3,1.3,2.4,3.4,3,1.4,0.9,1.2,1.2,0.9,1.7,2,2,5.3,2.1,1.7,1.7,0.9,1,5.3,1.9,20,0.64,8.6,0.73,-6.2,0.3,5915,10155,-25,0,0
1.5,1.1,1.3,2.2,3.3,6.2,5.6,3.6,4.2,3.4,3.3,2.4,1.7,1.8,1.6,2.4,2.3,2.9,2.5,3.1,2.9,2.7,2.5,2.9,6.2,2.8,11.9,0.47,3.5,0.51,-13.6,0.27,5800,10185,5,2.97,0
2.9,2.5,3,2.2,1.4,1.5,1.7,2.7,3.6,3.2,4,5,4.5,5,4.6,4.6,4.1,4.3,4.2,3.5,3.2,3.3,3.2,3.5,5,3.4,11,0.81,8.5,0.28,-11.8,0.54,5775,10125,-75,0,0
2.5,2.1,1.6,1,0.3,0.4,0,1.6,2.5,1.9,1.7,1.5,0.5,0.8,1,3.7,3.7,3.3,3,2.7,2.6,2.3,2.3,2.1,3.7,1.9,20.1,0.49,9.2,0.72,?,?,?,10150,-10,0.2,0
0.3,0.7,1.3,1,0.7,1.1,1,1.3,3.1,2.6,1.4,2.4,1.1,2.1,1.6,3.6,2,3.1,1.7,0.5,1.5,0.1,1.5,1.3,3.6,1.5,15.4,0.39,5.1,0.75,-12.2,0.1,5805,10145,15,1.88,0
0.9,1,0.8,1.1,0.7,0.8,0.9,1.2,1.9,2.4,3.5,3.4,3.6,2.6,2.6,1.9,2.3,2.4,1.2,1,1,1.5,0.8,1.1,3.6,1.7,13.5,0.84,4.2,0.7,-13.4,0.27,5780,10145,10,0,0
2.6,1.9,1.5,2,2,1.9,1.7,1.6,2.1,2.8,3,2,1.2,1.8,0.7,0.9,1.4,1.6,2.4,1.9,2,1.7,1.3,0.8,3,1.8,2.3,0.23,0.8,0.07,-17,0.31,5735,10280,80,0,0
1.9,1.2,1.9,1.6,1.4,0.2,0.7,2.2,2.7,2.4,2.3,2.1,2.3,2.3,4.3,4,4.1,4.6,3.8,3,2.4,2.6,1.9,1.7,4.6,2.4,20.8,0.53,11.7,0.62,-4.2,0.27,5940,10145,?,0,0
3.2,3.2,3.2,3.1,4,3,3.1,3.2,4.6,4.6,5.3,5.7,4.9,4.6,5.4,4.5,4.1,3,3.3,3.6,3.9,3.2,0.9,2.3,5.7,3.7,11.9,0.59,6.2,0.25,-10.1,0.44,5825,10175,-55,0,0
0.8,0.7,0.8,1,0.7,0.8,1,1.5,2,2.8,3.3,2.8,3.7,4.1,4.5,4.3,3.1,3.2,2.3,2.5,2.1,3.3,3,1.9,4.5,2.3,9.9,0.28,4.7,0.2,-13.2,0.07,5760,10180,40,1.47,0
3.5,3.4,2.6,2.3,1.3,0.9,0.8,2.1,3,3.4,0.9,1.4,1.2,1.4,1.1,1.3,1.8,1.5,1.8,2,1.3,0.4,0.4,0.1,3.5,1.7,17.8,0.77,8.5,0.54,-9.6,0.52,5885,10170,60,0.36,0
1.8,2.1,2.3,2.1,1.5,1.4,1.3,2.6,3.7,3.7,3.1,3.6,3.5,3.2,3.6,3.8,4.3,4.2,3.9,3.5,3.4,3.2,2.4,2.1,4.3,2.9,?,?,?,?,?,?,?,?,?,0,0
0.3,0.2,0.1,1.2,0.3,0.8,2.1,3.6,4,4.3,3.6,4.2,4,3.2,3.8,4.2,3.4,3.7,3.6,4.1,3.9,3.4,3,3.1,4.3,2.8,13.7,0.69,6.2,0.14,-7.6,0.03,5845,10165,?,0,0
5.1,4.5,4.3,3.2,3.1,3.7,4,3.4,3.8,3.1,3.3,2.3,2.8,0.8,1,1.2,2.9,4.2,3.8,4.5,3.8,4.7,4.2,4.6,5.1,3.4,6.5,0.87,0.35,0.75,-17,0.57,5745,10240,-20,0.56,0
0.1,0.1,0.5,0.3,0.4,0.4,0.5,0.7,0.9,0.8,1,2.1,2.1,1.7,1.6,1.2,1.4,0.7,1.1,0.9,0.1,0.3,0.1,0.4,2.1,0.8,12.8,0.12,6.2,0.02,-10.6,0.08,5915,10285,-5,0,0
1.9,3.1,2.2,2.2,1.9,1.5,2.1,3,2.6,2.4,2.8,3.4,4.2,4.1,4,3.7,4.4,3.9,3.9,4.4,4.6,?,?,?,4.6,3.1,9.9,0.86,1.2,0.74,-15.6,0.91,5760,10200,-60,0.99,0
1.4,1.6,1.7,1.2,0.5,0.4,0.1,0.3,0.9,1.3,0.5,1.3,1,1.4,2.1,2.6,2,1.6,2.2,2.4,1.6,1.6,1.7,1.4,2.6,1.4,10.9,0.14,5.3,0.03,-11.9,0.09,5770,10180,-25,0,0
3.4,3.4,2.6,2.1,1.9,2,2.8,2.2,2.2,1.7,2,1.2,1.8,1.4,3,2.5,2.7,2.2,1.9,1.8,1.3,1.3,1.5,1.7,3.4,2.1,13.4,0.78,5.2,0.58,-11.2,0.61,5770,10135,45,0.86,0
1.7,1.5,1.9,1.8,1.4,2,2.1,1.7,2.3,2,2.5,2.4,2.4,2.5,2.4,2.6,2.3,2.2,1.7,0.9,1.4,1.5,1.7,2,2.6,1.9,-0.8,0.61,-2.8,0.23,-17.8,0.38,5730,10350,35,0,0
0.1,0.2,0.6,0.4,0.6,0.7,1.1,2.1,1.7,1.1,0.8,1.1,0.5,0.7,2.1,1.3,1.2,1.3,1.6,1.3,1.4,0.9,1.2,0.7,2.1,1,16.9,0.56,6.2,0.37,-10.4,0.07,5795,10115,10,0,0
0.6,0.8,0.9,0.8,0.6,0.7,0.6,1,1.5,1.7,2.4,3.4,4.7,5.3,4.3,3.6,2.8,1.3,0.1,0,0.1,0.3,0.4,0.3,5.3,1.6,5.7,0.38,-1.45,0.2,-18.5,0.24,5645,10165,60,0,0
5.1,6.1,7.1,6.5,7.1,6.2,5.5,4.7,5.7,5.3,4.7,5.5,5.4,4.8,4.4,4.2,4.2,3.1,2.2,1.7,1.7,2.2,2.1,2.1,7.1,4.5,10.2,0.88,2.4,0.29,-16.3,0.38,5705,10145,-20,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,0.81,3.8,0.85,-12,0.14,5705,10065,-100,0.03,0
1.3,1.3,1.7,1.8,1.5,1.7,1.7,2.1,2.4,3.4,3.9,3.8,4,4.4,4.4,4.4,4.3,3.7,3.5,3.4,2.7,2,1.6,1.1,4.4,2.7,6.5,0.11,6.4,0.07,-12,0.27,5830,10265,-45,0,0
0.5,0.6,0.3,0.1,0.3,1,0.9,1.7,0.3,0.6,1.3,1.8,3.4,3.7,4.6,3.8,3.4,3,2.5,2,2,1.6,1.8,1.6,4.6,1.8,18.1,0.8,8.9,0.36,-4.7,0.11,5885,10125,-5,0,0
0.1,0.4,0.8,0.7,0.5,0.2,1,1.3,2.3,2.1,1.9,1.3,1.5,2.3,3,2.4,2.2,1.1,1,1.3,0.8,0,0.8,1.1,3,1.3,8.9,0.23,7.8,0.08,-9,0.06,5780,10160,95,0,0
5.2,5.9,5.1,5.5,4.8,3,2.6,1.5,1.7,4.2,3.7,2,1.3,0.9,0.3,3.6,4.5,2.4,1.4,1,1.1,0.6,1.1,1.4,5.9,2.7,11.6,0.88,6.2,0.31,-12,0.18,5785,10145,-25,1.02,0
0.2,0.6,2.5,4.3,4,4.5,4.6,4.5,4.6,5,5.2,5.6,5.7,5.4,5.4,5,4.1,2.7,2.1,2.5,1.9,1.6,1.3,1.3,5.7,3.5,5.4,0.86,1.65,0.17,-14.4,0.25,5690,10165,-90,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.2,0.92,6.3,0.36,-10.6,0.5,5770,10110,-30,0,0
0.7,0.4,0.7,0.6,1.1,1.2,2.1,2.6,2.4,1.4,1.8,1.2,1.2,1.7,1.9,1.3,1.6,2.3,2,1.2,1.2,1.6,1,1.1,2.6,1.4,14.3,0.65,6.6,0.31,-10.3,0.12,5845,10160,0,0,0
4.3,3.4,3.2,2.3,1.7,1.8,2.5,4.3,4.9,5.3,4.6,4.8,4.9,4.2,4.6,3.9,3.7,3.5,3.1,2.5,2.7,2.5,2.2,2.1,5.3,3.5,18.6,0.05,10.5,0.27,-11.6,0.75,5840,10125,10,0,0
0,0.1,0.3,0.2,0.1,0.1,0.5,0.8,1.6,1.9,2.6,2.8,2.2,2.5,2,1.2,0.4,0.9,1.3,0.8,0.9,1,0.6,0.2,2.8,1.1,10.8,0.76,2.1,0.15,-14.1,0.05,5800,10225,0,0,0
2,1.7,0.9,1.2,1.4,1.2,1.2,1.5,2.3,3.1,3.1,3.8,3.7,4.1,4.6,4.1,4.4,4.3,4,3.5,3.2,2.7,2.7,2.8,4.6,2.8,13.3,0.18,7.6,0.04,-12.3,0.19,5755,10135,15,0,0
1.1,0.7,0.7,0.8,0.8,0.9,1.7,2.9,2.8,2.9,2.6,2.4,3.6,4.5,4.7,4.4,4.3,4.5,4.2,3,2.7,2,2,1.4,4.7,2.6,15.5,0.66,7.3,0.28,-9.6,0.21,5880,10200,5,0,0
0.5,1.4,1.3,1.3,1.4,0.4,0.3,1,1.9,2.1,2.1,1.3,1.7,1.6,3.4,4.5,3.8,3.4,3.9,0.4,0.6,1.4,1.2,0.6,4.5,1.7,18.3,0.81,8.1,0.69,-7.9,0.35,5885,10130,5,1.02,0
1,0.7,1.1,1.2,1.8,1.9,1.7,1.5,1.7,3.5,4.8,4.6,4.4,3.9,4.5,4.6,4.8,3.9,3.3,2.8,2.6,2.5,2,1.2,4.8,2.7,8.4,0.16,2,0.22,-15,0.13,5785,10265,-10,0,0
1.2,0.7,0.3,0.2,0.7,0.7,0.8,1.4,1.8,2.5,3.7,3.2,3.4,3,2.2,2.8,3.3,3,3,1.9,1.3,1.6,1.3,0.5,3.7,1.9,15.2,0.3,6.9,0.09,-13,0.06,5775,10125,-15,0,0
0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,1.5,3.3,3.4,2.5,2.7,2.6,1.4,1.1,1.1,0.4,0.3,0.3,0.2,0.1,0.3,0.1,3.4,0.9,16.4,0.08,7.9,0.05,-9.7,0.09,5875,10195,-35,0,0
0,0.3,0.2,0.4,0.6,0.7,0.6,1.2,0.8,3.2,3,2.6,2.1,2.9,4.1,4.5,4,3.7,3,2.4,2,1.6,1.4,1.2,4.5,1.9,16,0.39,8.2,0.07,-7.4,0.02,5860,10145,-20,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,0.05,0.6,0.03,-18.3,0.1,5760,10275,?,0,0
1.3,1.3,1.5,0.9,0.5,0.4,1,1.3,2,2.1,2.1,2,2.2,2.7,3.3,3.3,3.6,3.8,3.3,2.8,2,1.8,1.4,1.8,3.8,2,17.9,0.83,8.5,0.62,-9,0.81,5875,10135,-35,0,0
1.7,1.7,1.5,1.6,2,1.7,2.2,2.2,2.3,2.7,3.7,4.1,3.2,3.7,4,4,3.5,4,3.8,5.5,4.7,4.6,4.7,4.6,5.5,3.2,11.1,0.44,2.8,0.5,-15.4,0.6,5805,10250,-50,0,0
1.3,1.2,0.8,1.3,1.2,1.4,1.4,1.7,2.5,2.6,2.1,2.3,2.9,2.3,2.3,2.9,1.6,1.9,1.2,1,1.4,0.3,1.2,1,2.9,1.7,15.6,0.56,10.5,0.05,-7.6,0.05,5875,10145,-15,0,0
2.5,2.2,2,1.4,2,1.4,2.2,1.8,1.5,2.3,2.1,3,4.3,2,1.7,3,2.5,1.3,0.4,0.2,0.5,1.2,1.7,0.7,4.3,1.8,12.2,0.75,8.8,0.02,-8.5,0.07,5855,10170,-20,0.58,0
0.6,1.3,1.5,1.2,0.6,0.1,1.6,2.5,3,3.8,2.9,4.6,3.3,4,4.5,4.4,4.3,4.3,4.1,3.8,3.2,2.7,1.8,1.6,4.6,2.7,18,0.83,9.5,0.57,-6.8,0.32,5905,10150,-10,0.05,0
0.7,0.4,0.2,0.5,0.2,0.8,1.3,1,2.4,2.5,2.6,2.4,3.5,1.5,2.3,1,0.9,1.9,3,2.4,2.3,2,1.7,0.6,3.5,1.6,12.4,0.76,2.2,0.75,-14.3,0.33,5790,10190,-5,1.85,0
1.2,1,1,0.5,0.8,1.8,2.2,3.8,3.4,3,3.4,2.9,2.7,2.1,1.4,1.8,1.9,0.9,3.6,4.1,2.9,2.2,3,3,4.1,2.3,19.3,0.83,10.6,0.13,-4.7,0.09,5905,10125,-10,0,0
0.8,0.6,0.5,0.8,0.9,1.4,1.5,1.7,1.8,2.1,4.1,3.5,3.9,4.5,5.2,5.4,5.4,4.9,4.2,3.6,4.5,4.3,4,4.3,5.4,3.1,11.3,0.34,5,0.25,-11.8,0.25,5775,10185,75,0,0
2.3,2.2,2.2,1.8,1.6,1.6,1.9,3,3.4,3.4,3.3,2.4,2.8,3.2,3.7,3.5,3.6,3,2.4,2.5,2.9,3,2.5,2.1,3.7,2.7,18.2,0.61,8.8,0.87,-3.5,0.02,5920,10160,-5,0.1,0
3.2,3.1,3,2.9,2.6,2.5,2.2,1.8,2.1,2.6,2.2,2,2.7,2.2,2.2,2.4,3.4,3.1,2.8,3.1,1.7,2,2.2,1.4,3.4,2.5,12.6,0.98,5.9,0.42,-12.4,0.12,5765,10140,-15,0.36,0
3.2,2.3,1.7,1.9,1,0.4,0.4,0.6,1.4,1,2.2,1,0.5,0.4,1.2,2,2.1,1.3,2.2,1.4,1.4,1.6,1.3,1.6,3.2,1.4,4.8,0.11,1.6,0.09,-14.5,0.06,5745,10240,95,0,0
3.5,2.8,2.8,2.8,2.7,2.6,3.2,4.2,4.4,5.7,5.1,5.5,5.3,5.6,5.8,5.7,5.2,4.9,4.9,4.3,4.4,3.7,4,3.8,5.8,4.3,16.9,0.4,9.7,0.1,-7.9,0.05,5890,10170,20,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19.9,0.34,9.5,0.47,-6.8,0.25,5935,10180,-10,0,0
0.5,0.1,0,0.2,0.1,0,0.1,0.4,1.5,1.8,1,1.5,2.7,2.3,2,1.8,1.7,1.1,1.6,1.8,1.6,1.3,1.4,0.5,2.7,1.1,6.1,0.25,1.6,0.02,-17.6,0.12,5680,10185,-15,0,0
