Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet,label
44,Dont_Know,0,0,0,1,0,0,0,0,New_York,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,1,,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,34
36,Equally,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,26-50,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Computer,Single,Censorship,2,Macintosh,English,Primarily_work,White,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr,37
30,More,1,1,0,0,1,1,0,0,Texas,0,0,0,1,0,0,Special,Under_25,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,37
23,Dont_Know,0,0,1,0,0,0,0,0,Mississippi,0,0,0,1,0,0,Some_College,Under_25,Male,$50-74,0,0,0,0,0,0,1,0,0,USA,Professional,Other,Navigation,3,Win95,English,School,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,1,0,0,Yes_regardless,1-3_yr,34
50,More,1,1,0,0,0,1,0,0,Washington,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,14
51,More,1,1,0,0,0,0,0,1,New_York,0,0,0,1,0,0,High_School,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,4,,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,20
Not_Say,Dont_Know,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,Other,NA,Male,$50-74,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Privacy,2,Macintosh,English,Work,White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other_sources,Over_7_yr,34
44,More,0,1,0,0,0,1,0,1,Hungary,0,0,0,1,0,0,Professional,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,Europe,Professional,Divorced,Privacy,1,Windows,Hungarian,Work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Cost_too_high,6-12_mo,34
32,More,0,1,0,0,0,0,1,1,Utah,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,1,0,0,0,USA,Management,Married,Privacy,4,Macintosh,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr,27
28,More,0,0,0,1,0,1,0,0,Texas,0,0,0,1,0,0,Masters,Never,Female,$10-19,0,0,1,0,0,0,0,0,0,USA,Education,Other,Privacy,2,Win95,English,Home,White,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Other_sources,1-3_yr,13
34,Dont_Know,0,0,1,0,0,0,0,0,Washington,0,0,0,1,0,0,College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,20
29,Dont_Know,0,0,1,0,0,0,0,0,New_Mexico,0,0,0,1,0,0,Masters,Never,Male,$75-99,1,0,0,0,0,0,0,0,0,USA,Professional,Married,Privacy,2,,English,Primarily_home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,1,Already_paying,1-3_yr,34
44,Dont_Know,0,0,1,0,0,0,0,0,Ohio,0,0,0,1,0,0,Professional,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo,5
52,Dont_Know,1,0,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,College,NA,Female,Over_$100,0,0,0,0,0,0,0,1,0,USA,Other,Married,Encryption,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,6-12_mo,20
28,Equally,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Education,Single,Taxes,1,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0,Poor_quality,Over_7_yr,13
31,Equally,0,0,1,0,0,0,0,0,Washington_D.C.,0,0,0,1,0,0,Masters,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Dont_Know,2,Win95,English,Primarily_home,White,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,1,Cost_too_high,1-3_yr,34
34,Equally,1,1,0,1,0,0,0,1,Maine,0,0,0,1,0,0,Some_College,Not_Say,Female,$50-74,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Privacy,1,,English,Home,White,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,Not_Applicable,Heterosexual,Yes,No,0,0,0,0,1,0,Dont_trust,6-12_mo,40
25,Equally,1,0,0,0,0,0,0,1,Texas,0,0,0,1,0,0,Some_College,Under_25,Female,$20-29,0,0,0,0,0,0,1,0,0,USA,Computer,Married,Taxes,4,Win95,English,Work,Hispanic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other,6-12_mo,34
50,Dont_Know,1,1,0,0,0,1,0,0,Hong_Kong,0,0,0,1,0,0,College,NA,Male,Over_$100,0,0,0,0,0,0,1,0,1,Asia,Management,Married,Privacy,3,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,1,Already_paying,1-3_yr,44
60,Dont_Know,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,NA,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Married,Privacy,2,Windows,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,41
32,Dont_Know,0,0,1,0,0,0,0,0,Hawaii,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Management,Other,Privacy,2,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,Yes,Bisexual,No,No,0,0,0,1,0,0,Other,1-3_yr,44
14,Equally,1,0,0,0,0,0,1,0,Missouri,0,0,0,1,0,0,Other,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,No,Yes,0,0,1,0,0,0,Already_paying,1-3_yr,24
24,More,0,0,0,1,0,1,0,0,Quebec,0,0,0,1,0,0,Some_College,Under_25,Female,$10-19,0,0,0,1,0,0,0,0,0,Canada,Education,Single,Privacy,1,Macintosh,French,Primarily_home,White,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,1,0,Other_sources,4-6_yr,13
26,More,0,1,0,0,0,0,0,1,Maine,0,0,0,1,0,0,High_School,Never,Male,$10-19,0,0,0,0,0,0,0,1,0,USA,Other,Single,Privacy,1,,English,Home,White,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,Under_6_mo,34
30,Equally,1,0,0,0,0,1,0,0,California,0,0,0,1,0,0,Masters,Under_25,Male,Over_$100,0,0,0,0,0,1,0,0,0,USA,Management,Other,Privacy,1,NT,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Cost_too_high,4-6_yr,44
44,More,0,0,0,0,0,1,0,0,Washington,0,0,0,1,0,0,Some_College,Never,Female,$20-29,0,0,0,1,0,0,0,0,0,USA,Education,Married,Privacy,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Bisexual,Yes,Yes,0,0,0,1,1,0,Other_sources,1-3_yr,13
34,More,0,0,0,0,0,0,0,1,Ohio,0,0,0,0,0,1,Some_College,Not_Say,Male,$40-49,0,0,0,0,1,0,0,0,0,USA,Management,Not_Say,Encryption,1,,English,Home,White,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,Yes,Not_say,No,Yes,0,0,0,0,1,0,Other_sources,6-12_mo,27
22,Equally,1,0,0,0,0,0,0,0,Connecticut,0,0,0,1,0,0,College,Never,Male,$30-39,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr,34
28,Dont_Know,0,0,1,0,0,0,0,0,Ohio,0,0,0,1,0,0,College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Privacy,2,,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Bisexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo,40
33,Equally,0,0,1,0,0,0,0,0,Other,0,0,0,1,0,0,College,Never,Female,$40-49,1,0,0,0,0,0,0,0,0,Central_America,Computer,Single,Privacy,1,Win95,Spanish,Work,Latino,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Yes_regardless,6-12_mo,37
30,Equally,0,0,1,0,0,0,0,0,Georgia,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,1,0,0,0,0,USA,Computer,Other,Other,3,Win95,English,Primarily_work,White,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,0,1,Payment_mechanism,Over_7_yr,37
38,More,1,1,0,0,0,0,0,1,Texas,0,0,0,1,0,0,College,Under_25,Female,$40-49,0,0,0,0,1,0,0,0,0,USA,Professional,Divorced,Censorship,4,Win95,English,Primarily_home,White,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,0
54,Dont_Know,0,0,1,0,0,0,0,0,North_Carolina,0,0,0,1,0,0,College,Never,Female,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Other,Navigation,1,Win95,English,Primarily_home,White,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,4-6_yr,21
28,Equally,0,0,1,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,College,Not_Say,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,Over_7_yr,37
27,More,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,College,26-50,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Other,2,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,1-3_yr,34
41,Equally,0,0,0,0,0,1,0,0,New_York,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Computer,Other,Encryption,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,4-6_yr,34
27,More,1,1,0,0,0,0,0,0,Australia,0,0,0,1,0,0,Other,Under_25,Male,$40-49,0,0,0,0,0,0,0,0,1,Oceania,Professional,Single,Censorship,1,Win95,English,Home,White,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Dont_trust,1-3_yr,34
42,More,0,1,0,0,0,1,0,0,Japan,0,0,0,1,0,0,Masters,Never,Male,$50-74,0,0,1,0,0,0,0,0,0,Asia,Other,Married,Navigation,4,Macintosh,Japanese,Primarily_home,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Transgender,Yes,No,0,0,0,0,1,1,Other_sources,1-3_yr,10
31,More,0,0,0,0,0,1,0,0,Washington,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,1,0,1,0,0,0,0,0,USA,Computer,Other,Navigation,1,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,4-6_yr,9
48,Dont_Know,0,0,1,0,0,0,0,0,Iowa,0,0,0,1,0,0,Some_College,NA,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Dont_Know,4,Windows,English,Work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Not_say,No,No,0,0,0,0,0,1,Already_paying,Under_6_mo,34
29,More,0,1,0,0,0,0,0,1,Michigan,0,0,0,1,0,0,High_School,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Management,Single,Other,3,,English,Home,Black,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Not_say,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr,27
65,Equally,0,0,1,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,2,Win95,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,39
31,More,1,1,0,0,1,0,0,1,Tennessee,0,0,0,1,0,0,College,Under_25,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Censorship,1,,English,Primarily_home,White,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,1,Other_sources,6-12_mo,28
20,More,1,0,0,0,0,0,0,0,Illinois,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,1,0,0,0,0,0,0,0,0,USA,Education,Single,Privacy,3,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,1,0,0,0,Other_sources,6-12_mo,13
34,More,1,0,0,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,Masters,Over_75,Male,$75-99,0,1,0,0,0,0,0,0,0,USA,Management,Single,Privacy,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,1,Poor_quality,4-6_yr,27
36,Less,1,1,0,0,0,0,0,0,Maryland,0,0,0,1,0,0,Some_College,Over_75,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Management,Other,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,4-6_yr,7
53,Dont_Know,0,0,1,0,0,0,0,0,Nevada,0,0,0,1,0,0,Special,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Other,Married,Encryption,3,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,1
46,Less,0,0,1,0,0,0,0,0,Australia,0,0,0,1,0,0,High_School,Under_25,Male,Over_$100,0,1,0,0,0,0,0,0,0,Oceania,Management,Married,Other,3,Win95,English,Primarily_work,White,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Cost_too_high,1-3_yr,27
27,Equally,0,0,0,0,0,1,0,0,Massachusetts,0,0,0,1,0,0,College,Under_25,Male,$75-99,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Other,1,NT,English,Primarily_work,White,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,6-12_mo,37
49,Dont_Know,0,0,1,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,High_School,Never,Female,$40-49,1,0,0,0,0,0,0,0,0,USA,Professional,Married,Other,1,,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,No,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr,43
62,Equally,1,0,0,0,0,0,0,0,Mississippi,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,39
31,More,1,1,0,0,0,1,0,0,Washington,0,0,0,1,0,0,Some_College,Under_25,Male,Not_Say,0,0,1,0,0,0,0,0,0,USA,Computer,Single,Encryption,1,Macintosh,English,Distributed,White,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr,9
27,Equally,0,0,0,0,0,1,0,0,California,0,0,0,1,0,0,College,Under_25,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Taxes,1,Windows,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Dont_trust,4-6_yr,43
42,Equally,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Professional,Single,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,6-12_mo,34
75,Dont_Know,1,0,0,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Widowed,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,39
31,Equally,0,1,0,0,0,0,0,0,Texas,0,0,0,1,0,0,Some_College,NA,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,2,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,1,Already_paying,6-12_mo,29
25,More,0,1,0,1,0,1,0,0,New_Jersey,0,0,0,1,0,0,College,26-50,Male,$20-29,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Taxes,2,Win95,English,Primarily_work,White,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,34
18,More,0,1,0,1,0,0,0,1,Indiana,0,0,0,0,0,1,Some_College,Never,Female,$50-74,0,0,0,0,0,0,1,0,1,USA,Education,Single,Censorship,1,Dont_Know,English,School,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0,Other_sources,Under_6_mo,13
39,Dont_Know,0,0,1,0,0,0,0,0,Hawaii,0,0,0,1,0,0,Some_College,26-50,Male,$30-39,0,0,0,0,0,0,0,1,0,USA,Professional,Divorced,Privacy,1,,English,Home,Asian,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Cost_too_high,Under_6_mo,43
25,More,0,1,0,0,0,1,0,0,Switzerland,0,0,0,1,0,0,College,51-75,Male,$40-49,0,0,1,0,0,0,0,0,0,Europe,Computer,Single,Taxes,4,NT,Italian,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,21
42,More,1,1,0,0,1,0,0,1,California,0,0,0,1,0,0,Some_College,Under_25,Male,$50-74,0,0,0,1,0,0,0,0,1,USA,Management,Married,Privacy,3,,English,Home,White,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,27
55,More,0,1,0,0,0,0,0,1,Nebraska,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Management,Married,Other,2,Macintosh,English,Primarily_work,White,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0,Other_sources,Over_7_yr,27
38,More,0,0,0,1,0,0,0,0,Arkansas,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,0,0,0,1,0,1,USA,Professional,Married,Privacy,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,33
5,More,1,1,0,1,1,1,1,1,California,0,0,0,1,0,0,Doctoral,Never,Male,$50-74,1,0,0,0,0,0,0,1,0,USA,Management,Married,Censorship,1,,English,Home,Not_Say,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,34
19,Dont_Know,0,1,0,0,0,0,0,1,United_Kingdom,0,0,0,1,0,0,Some_College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Censorship,1,NT,English,School,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,Under_6_mo,13
46,More,0,0,0,1,0,0,0,0,New_Brunswick,0,0,0,1,0,0,Some_College,Under_25,Male,$75-99,0,0,0,0,0,0,0,0,1,Canada,Other,Married,Navigation,4,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Dont_trust,6-12_mo,34
40,Equally,0,0,1,0,0,0,0,0,North_Carolina,0,0,0,0,0,1,College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Dont_Know,4,Macintosh,English,Primarily_home,White,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,1,1,1,Other_sources,1-3_yr,17
27,Equally,0,1,0,0,1,0,0,1,California,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,1,1,0,0,0,0,0,USA,Computer,Other,Encryption,4,Macintosh,English,Primarily_home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Gay_male,Yes,Yes,0,1,0,0,1,0,Other_sources,4-6_yr,34
48,More,1,0,0,0,0,1,0,0,Florida,0,0,0,1,0,0,Masters,NA,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,1,,EnglishPolish,Primarily_home,White,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,33
29,More,0,1,0,0,1,0,0,1,Georgia,0,0,0,1,0,0,High_School,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,2,,English,Home,White,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,Yes,Gay_male,No,No,0,0,0,0,1,0,Other_sources,Under_6_mo,42
22,Equally,0,1,0,0,0,0,0,1,New_York,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Computer,Widowed,Censorship,1,,English,Primarily_home,Black,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Gay_male,Yes,No,0,0,0,0,1,1,Already_paying,1-3_yr,34
