N1,N2,N3,N4,N5,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,label
100.0,112.8,12.7,3.7,-1.7,1.0,1.0,1.0,8014.0,0.0,1.0,1.0,38.0,19.0,6.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
135.0,126.4,15.5,2.8,-4.06,1.0,43.0,1.0,9070.0,1.0,1.0,1.0,1.0,38.0,3.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,5.0,12.0,12.0,12.0,0.0,5.0,12.0,12.0,11.0,0.0,2
106.0,102.2,11.1,0.6,2.02,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,37.0,38.0,191.0,163.0,1.0,0.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,10.0,6.0,0.0,1
110.0,105.8,11.1,0.6,2.02,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,19.0,19.0,9.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,8.0,9.0,7.0,0.0,2
133.0,127.8,7.6,2.6,0.32,1.0,42.0,4.0,9500.0,1.0,6.0,1.0,1.0,19.0,2.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0,0.0,2
127.0,121.3,10.8,1.4,1.74,1.0,17.0,2.0,9500.0,1.0,1.0,1.0,19.0,37.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
125.0,115.9,12.4,0.5,1.79,1.0,17.0,2.0,9773.0,1.0,1.0,1.0,1.0,38.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
131.0,123.0,7.6,2.6,0.32,1.0,1.0,1.0,9670.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,6.0,3.0,0.0,0.0,5.0,6.0,4.0,0.0,1
120.0,120.0,12.7,3.7,-1.7,1.0,39.0,1.0,9556.0,1.0,1.0,1.0,38.0,38.0,191.0,193.0,0.0,0.0,1.0,1.0,0.0,1.0,24.0,0.0,0.0,7.0,13.0,7.0,0.0,0.0,8.0,13.0,7.0,0.0,2
160.0,160.0,9.4,-0.8,-3.12,1.0,44.0,1.0,9085.0,1.0,39.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,1.0,5.0,15.0,3.0,2.0,0.0,5.0,7.0,5.0,0.0,2
120.0,110.5,10.8,1.4,1.74,2.0,39.0,1.0,8014.0,0.0,1.0,1.0,38.0,37.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
112.0,107.1,11.1,0.6,2.02,1.0,17.0,2.0,9853.0,1.0,1.0,1.0,19.0,38.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,7.0,9.0,6.0,0.0,2
126.0,118.7,8.9,1.4,3.51,1.0,16.0,4.0,9254.0,1.0,1.0,1.0,38.0,37.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
129.0,119.6,15.5,2.8,-4.06,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,19.0,19.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,11.0,7.0,0.0,2
129.0,132.9,9.4,-0.8,-3.12,1.0,17.0,1.0,9147.0,1.0,1.0,1.0,38.0,37.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,5.0,10.0,4.0,0.0,0
128.0,116.8,10.8,1.4,1.74,1.0,18.0,3.0,9853.0,1.0,1.0,1.0,38.0,37.0,5.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,6.0,12.0,0.0,0.0,0
133.1,100.0,16.2,0.3,-0.92,1.0,1.0,1.0,9147.0,1.0,1.0,1.0,37.0,1.0,9.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,5.0,12.0,3.0,0.0,0.0,5.0,12.0,1.0,3.0,0
115.0,109.4,11.1,0.6,2.02,1.0,17.0,1.0,9254.0,1.0,1.0,1.0,1.0,19.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,8.0,5.0,0.0,2
100.0,116.5,8.9,1.4,3.51,1.0,39.0,1.0,8014.0,0.0,1.0,1.0,12.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
126.0,124.3,7.6,2.6,0.32,1.0,43.0,3.0,9500.0,1.0,1.0,1.0,38.0,37.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,8.0,5.0,0.0,0.0,7.0,8.0,5.0,0.0,1
118.0,113.5,12.4,0.5,1.79,1.0,17.0,1.0,9670.0,1.0,1.0,1.0,19.0,38.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,2
150.0,140.8,10.8,1.4,1.74,1.0,43.0,1.0,9070.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0,6.0,6.0,5.0,0.0,0.0,6.0,8.0,6.0,0.0,1
131.0,127.0,12.7,3.7,-1.7,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,1.0,19.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
125.0,126.8,11.1,0.6,2.02,1.0,1.0,1.0,9085.0,1.0,1.0,1.0,19.0,37.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,13.0,6.0,0.0,0.0,6.0,16.0,4.0,0.0,1
138.6,138.6,7.6,2.6,0.32,1.0,43.0,1.0,9254.0,1.0,6.0,1.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,6.0,11.0,3.0,0.0,0
135.0,118.5,11.1,0.6,2.02,1.0,51.0,1.0,9147.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,5.0,12.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0
130.0,128.2,7.6,2.6,0.32,1.0,39.0,1.0,9085.0,1.0,1.0,1.0,34.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
135.0,127.0,11.1,0.6,2.02,1.0,17.0,4.0,9500.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
160.0,140.8,7.6,2.6,0.32,1.0,1.0,1.0,9254.0,1.0,1.0,1.0,19.0,38.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,10.0,5.0,0.0,1
133.1,120.0,9.4,-0.8,-3.12,4.0,39.0,1.0,9500.0,1.0,19.0,1.0,38.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,0.0,0.0,8.0,9.0,8.0,1.0,0.0,8.0,9.0,8.0,1.0,2
140.0,120.0,12.7,3.7,-1.7,1.0,1.0,1.0,9147.0,1.0,1.0,1.0,19.0,19.0,7.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,5.0,10.0,4.0,0.0,0
151.0,111.0,15.5,2.8,-4.06,1.0,43.0,1.0,9147.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,0.0,5.0,9.0,2.0,0.0,0.0,5.0,9.0,0.0,0.0,0
138.0,133.1,8.9,1.4,3.51,1.0,1.0,1.0,9070.0,1.0,1.0,1.0,38.0,37.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
146.0,148.5,10.8,1.4,1.74,1.0,1.0,1.0,9119.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,5.0,8.0,1.0,0.0,1
101.0,119.9,9.4,-0.8,-3.12,1.0,43.0,5.0,9238.0,1.0,1.0,24.0,37.0,19.0,9.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,5.0,11.0,16.0,9.0,0.0,2.0,10.0,20.0,4.0,1.0,2
140.0,130.7,11.1,0.6,2.02,1.0,17.0,6.0,9500.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,11.0,8.0,0.0,0
133.1,95.0,12.4,0.5,1.79,1.0,16.0,1.0,9500.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,8.0,9.0,7.0,0.0,2
116.0,111.1,8.9,1.4,3.51,1.0,17.0,1.0,9238.0,1.0,1.0,1.0,19.0,19.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,9.0,6.0,0.0,0.0,6.0,9.0,6.0,0.0,2
108.0,107.8,13.9,-0.3,0.79,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,19.0,1.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,10.0,6.0,0.0,0.0,8.0,9.0,7.0,0.0,2
160.0,137.3,12.7,3.7,-1.7,1.0,1.0,2.0,9670.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,5.0,0.0,0.0,6.0,6.0,5.0,0.0,2
136.0,136.7,10.8,1.4,1.74,1.0,1.0,4.0,9070.0,1.0,1.0,1.0,37.0,37.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,6.0,8.0,6.0,0.0,2
134.0,129.8,7.6,2.6,0.32,1.0,43.0,4.0,9500.0,1.0,6.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0,0.0,2
131.0,126.1,7.6,2.6,0.32,1.0,17.0,5.0,9070.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,4.0,1.0,0.0,6.0,6.0,6.0,0.0,2
116.0,112.2,10.8,1.4,1.74,1.0,17.0,1.0,9147.0,1.0,1.0,1.0,38.0,2.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,5.0,12.0,2.0,0.0,1
125.0,124.0,12.4,0.5,1.79,1.0,1.0,1.0,9670.0,1.0,1.0,1.0,37.0,37.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
132.0,120.0,11.1,0.6,2.02,1.0,51.0,1.0,9070.0,1.0,1.0,1.0,19.0,19.0,153.0,153.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
108.0,110.5,12.4,0.5,1.79,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,19.0,38.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
160.0,146.0,9.4,-0.8,-3.12,1.0,1.0,1.0,9853.0,1.0,1.0,1.0,1.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,6.0,10.0,5.0,0.0,1
157.0,100.0,13.9,-0.3,0.79,1.0,42.0,1.0,9500.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,8.0,8.0,0.0,2
120.0,148.5,10.8,1.4,1.74,1.0,39.0,1.0,8014.0,0.0,1.0,1.0,38.0,38.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
133.1,100.0,8.9,1.4,3.51,1.0,15.0,1.0,33.0,1.0,1.0,41.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,1.0,0.0,7.0,10.0,7.0,0.0,0.0,7.0,7.0,4.0,0.0,1
100.0,100.0,7.6,2.6,0.32,2.0,39.0,2.0,8014.0,0.0,1.0,1.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,6.0,9.0,5.0,0.0,1.0,6.0,10.0,3.0,1.0,2
117.0,113.5,10.8,1.4,1.74,1.0,1.0,2.0,9085.0,1.0,1.0,1.0,38.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,5.0,5.0,5.0,0.0,2
120.0,145.4,16.2,0.3,-0.92,2.0,39.0,1.0,9119.0,1.0,1.0,1.0,37.0,38.0,9.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,40.0,0.0,0.0,5.0,11.0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0
180.0,183.5,16.2,0.3,-0.92,1.0,1.0,1.0,9556.0,1.0,1.0,103.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,7.0,8.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0
150.0,150.0,10.8,1.4,1.74,1.0,44.0,1.0,9130.0,1.0,39.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,7.0,4.0,1.0,0.0,5.0,6.0,4.0,0.0,1
127.0,129.8,10.8,1.4,1.74,1.0,17.0,1.0,9773.0,1.0,1.0,1.0,1.0,33.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0
131.0,120.2,13.9,-0.3,0.79,1.0,17.0,5.0,9238.0,1.0,1.0,1.0,19.0,37.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,1
157.0,142.3,7.6,2.6,0.32,1.0,1.0,2.0,9085.0,1.0,1.0,1.0,3.0,38.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,5.0,6.0,4.0,0.0,2
130.0,130.0,12.7,3.7,-1.7,1.0,7.0,1.0,9556.0,1.0,2.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,36.0,0.0,0.0,7.0,9.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0
138.0,127.5,16.2,0.3,-0.92,1.0,1.0,2.0,9500.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,9.0,8.0,0.0,2
130.0,130.0,9.4,-0.8,-3.12,1.0,44.0,1.0,9991.0,0.0,39.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,2.0,6.0,12.0,4.0,0.0,3.0,7.0,9.0,7.0,0.0,1
130.0,122.0,12.7,3.7,-1.7,1.0,17.0,1.0,9238.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,6.0,13.0,5.0,0.0,1
136.0,140.0,7.6,2.6,0.32,1.0,1.0,2.0,9500.0,1.0,1.0,1.0,19.0,19.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0,0.0,2
114.0,116.7,16.2,0.3,-0.92,2.0,43.0,1.0,9991.0,0.0,1.0,1.0,37.0,37.0,7.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,5.0,9.0,4.0,1.0,0
143.0,134.6,12.4,0.5,1.79,1.0,1.0,4.0,9070.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0
130.0,115.9,9.4,-0.8,-3.12,1.0,17.0,1.0,9130.0,1.0,1.0,1.0,3.0,19.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,14.0,2.0,2.0,0.0,5.0,6.0,5.0,0.0,2
110.0,106.8,8.9,1.4,3.51,2.0,39.0,1.0,9119.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,5.0,8.0,1.0,0.0,0.0,5.0,9.0,0.0,0.0,0
157.0,153.9,13.9,-0.3,0.79,1.0,1.0,2.0,9085.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
130.0,117.8,12.7,3.7,-1.7,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,19.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
130.0,120.0,11.1,0.6,2.02,2.0,51.0,1.0,9500.0,1.0,1.0,1.0,37.0,37.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,0.0,0.0,7.0,11.0,5.0,0.0,0.0,7.0,10.0,5.0,0.0,0
107.0,103.5,7.6,2.6,0.32,1.0,1.0,2.0,8014.0,0.0,1.0,1.0,19.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,7.0,5.0,0.0,0.0,6.0,9.0,5.0,0.0,2
133.1,144.9,12.4,0.5,1.79,1.0,39.0,1.0,9085.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,6.0,19.0,4.0,0.0,1
144.0,125.8,12.7,3.7,-1.7,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,38.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,12.0,7.0,0.0,0.0,8.0,12.0,7.0,0.0,2
133.1,140.0,13.9,-0.3,0.79,2.0,39.0,1.0,9085.0,1.0,12.0,1.0,1.0,39.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0
123.0,113.6,12.4,0.5,1.79,1.0,1.0,4.0,9500.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,9.0,8.0,0.0,2
161.0,148.4,15.5,2.8,-4.06,1.0,17.0,1.0,9773.0,1.0,1.0,1.0,1.0,19.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
140.0,150.0,16.2,0.3,-0.92,4.0,39.0,1.0,9130.0,1.0,1.0,1.0,37.0,37.0,6.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0
129.0,128.8,7.6,2.6,0.32,1.0,1.0,5.0,9500.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0,0.0,2
130.0,129.0,12.4,0.5,1.79,1.0,39.0,1.0,9500.0,1.0,1.0,1.0,19.0,19.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,7.0,11.0,4.0,0.0,0.0,7.0,10.0,5.0,0.0,0
120.0,113.9,12.7,3.7,-1.7,1.0,42.0,1.0,9853.0,1.0,1.0,1.0,1.0,37.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,8.0,4.0,0.0,0.0,6.0,13.0,3.0,0.0,0
133.1,120.0,16.2,0.3,-0.92,1.0,39.0,1.0,9500.0,1.0,19.0,1.0,37.0,37.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,7.0,14.0,3.0,0.0,0.0,7.0,9.0,2.0,0.0,0
130.0,130.0,15.5,2.8,-4.06,1.0,44.0,1.0,9085.0,1.0,39.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,26.0,0.0,2.0,6.0,20.0,4.0,0.0,1.0,6.0,16.0,3.0,0.0,0
120.0,120.0,8.9,1.4,3.51,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,4.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,6.0,9.0,5.0,0.0,2
122.0,119.6,10.8,1.4,1.74,1.0,17.0,5.0,9070.0,1.0,1.0,1.0,19.0,38.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,6.0,8.0,4.0,0.0,0
133.1,112.1,8.9,1.4,3.51,1.0,51.0,1.0,9147.0,1.0,19.0,1.0,19.0,19.0,9.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,38.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
150.0,112.5,7.6,2.6,0.32,2.0,39.0,1.0,8014.0,0.0,1.0,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,6.0,10.0,5.0,0.0,1.0,6.0,7.0,6.0,0.0,2
142.0,136.1,9.4,-0.8,-3.12,1.0,1.0,3.0,9773.0,1.0,1.0,1.0,34.0,1.0,5.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0
127.0,117.6,12.4,0.5,1.79,1.0,17.0,1.0,9085.0,1.0,1.0,1.0,19.0,38.0,194.0,193.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
141.0,127.7,16.2,0.3,-0.92,1.0,17.0,2.0,9254.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,9.0,4.0,0.0,2
124.0,126.1,10.8,1.4,1.74,1.0,17.0,4.0,9254.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,6.0,11.0,1.0,0.0,0
138.0,124.7,9.4,-0.8,-3.12,1.0,17.0,1.0,9853.0,1.0,1.0,1.0,38.0,38.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,6.0,10.0,5.0,0.0,1
150.0,126.4,12.4,0.5,1.79,1.0,43.0,1.0,9070.0,1.0,1.0,1.0,3.0,39.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,5.0,7.0,8.0,7.0,0.0,3.0,8.0,11.0,7.0,0.0,1
160.0,160.0,12.4,0.5,1.79,1.0,44.0,1.0,9085.0,1.0,39.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,1.0,6.0,12.0,4.0,0.0,1.0,6.0,17.0,2.0,0.0,1
158.0,153.5,11.1,0.6,2.02,1.0,1.0,1.0,9254.0,1.0,1.0,1.0,19.0,39.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
130.0,127.6,15.5,2.8,-4.06,1.0,1.0,5.0,9500.0,1.0,1.0,1.0,19.0,37.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,10.0,7.0,0.0,0.0,8.0,15.0,7.0,0.0,0
125.0,122.6,9.4,-0.8,-3.12,1.0,17.0,5.0,9070.0,1.0,1.0,1.0,19.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1
129.0,129.4,10.8,1.4,1.74,1.0,17.0,2.0,9670.0,1.0,1.0,1.0,19.0,19.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,5.0,0.0,0.0,6.0,10.0,5.0,0.0,0
133.1,110.0,12.7,3.7,-1.7,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
