N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,label
3,1,171,2,1,1629,F,Ship,low,M,1
3,5,264,2,33,2021,C,Ship,medium,M,1
4,4,164,2,7,5456,A,Flight,low,M,0
5,3,243,5,8,1223,F,Ship,medium,M,1
6,1,185,3,8,4806,A,Ship,high,F,0
3,2,256,4,18,2699,A,Ship,low,F,1
3,4,274,3,19,3076,F,Ship,medium,M,1
5,1,106,5,4,4180,F,Ship,medium,F,0
3,3,137,3,8,4742,F,Ship,low,F,0
4,5,216,2,8,5767,F,Ship,low,F,1
4,4,144,3,7,5351,F,Ship,low,F,1
6,2,240,4,9,4099,A,Road,low,M,0
3,1,227,3,10,4305,B,Ship,low,M,1
3,3,307,5,3,1578,A,Ship,low,F,1
6,2,291,4,8,1019,D,Flight,low,M,0
3,4,238,3,8,5337,F,Ship,medium,F,1
4,5,240,3,5,5734,D,Road,low,F,1
4,5,226,6,10,1348,F,Ship,medium,F,1
3,3,150,2,3,5836,B,Flight,medium,M,0
4,1,195,3,2,4418,C,Road,low,M,0
5,5,304,5,8,1949,C,Ship,low,F,1
4,3,252,3,10,5802,F,Ship,medium,F,1
6,3,279,4,7,1090,F,Ship,low,M,1
6,3,281,3,11,2135,D,Ship,medium,M,1
3,1,203,10,7,5917,F,Ship,medium,F,1
4,4,115,3,7,4609,D,Flight,medium,M,0
4,4,214,3,1,4717,F,Road,medium,F,0
5,1,103,5,3,4966,F,Ship,low,M,0
2,1,296,5,29,1648,F,Road,medium,M,1
4,2,175,3,7,4874,F,Ship,medium,M,1
3,2,231,3,55,3952,D,Ship,low,M,1
5,3,127,3,43,1446,D,Ship,low,F,1
3,2,238,3,54,3142,F,Ship,high,F,1
5,1,145,3,5,5019,F,Road,low,F,0
4,2,261,5,5,1073,D,Road,medium,M,1
4,2,220,6,10,1878,B,Road,medium,M,1
3,4,270,3,10,5417,B,Ship,medium,F,0
3,4,179,2,5,1340,B,Flight,medium,M,0
4,5,228,2,63,3401,F,Ship,low,M,1
4,2,199,3,64,2470,F,Ship,low,M,1
6,3,258,4,9,1924,C,Ship,medium,M,0
3,2,193,3,7,5224,F,Road,low,F,0
5,2,227,5,3,1242,C,Ship,low,F,1
4,3,206,2,4,5194,D,Ship,medium,F,1
6,5,141,3,8,5031,B,Road,medium,M,0
3,2,244,3,5,5781,F,Ship,high,F,1
6,3,183,4,3,4842,F,Ship,medium,M,0
4,2,236,3,4,4800,F,Ship,low,M,0
4,2,174,3,9,1682,C,Ship,low,M,1
4,4,170,3,4,4062,B,Ship,medium,M,0
4,5,270,2,34,2821,C,Ship,low,F,1
4,5,180,4,10,5176,A,Road,high,F,1
3,3,234,3,8,2334,B,Ship,medium,F,1
5,5,246,3,9,4107,D,Ship,medium,F,0
3,1,219,8,1,4122,A,Road,low,F,1
4,5,219,2,4,4069,D,Ship,high,M,1
5,1,270,5,10,1397,F,Ship,medium,M,0
5,4,242,5,2,1717,D,Flight,medium,F,1
3,1,201,6,3,2497,D,Ship,medium,F,1
2,4,181,4,13,2309,B,Flight,medium,M,1
4,5,195,2,2,4008,A,Ship,low,M,1
3,5,168,2,50,1616,D,Road,high,M,1
3,5,169,3,4,5659,C,Flight,low,F,0
3,5,271,4,10,1679,A,Ship,low,F,1
4,3,176,5,2,5751,C,Flight,low,M,1
4,1,237,4,4,4697,D,Ship,low,F,1
4,1,260,4,10,4072,F,Road,low,M,1
3,4,191,3,10,4667,F,Flight,medium,F,0
3,2,220,3,8,5032,D,Flight,low,M,1
3,1,101,2,56,1184,F,Ship,medium,F,1
4,5,158,4,4,1595,F,Ship,low,F,1
5,3,260,6,10,4986,F,Ship,medium,F,0
4,2,253,5,5,1812,F,Ship,low,M,0
4,1,231,2,1,5917,D,Ship,low,F,1
3,4,224,3,10,4806,F,Flight,low,F,1
5,4,226,5,4,1518,A,Ship,medium,F,0
3,4,144,10,8,4440,C,Road,high,M,0
4,1,167,4,7,5264,D,Ship,high,M,0
5,2,231,2,55,3894,F,Flight,medium,F,1
4,5,275,6,10,1400,F,Flight,medium,M,1
4,2,273,5,1,5012,C,Road,low,F,0
5,2,187,3,11,2936,D,Flight,medium,M,1
4,4,181,3,1,5444,B,Road,medium,M,0
5,2,174,5,8,4656,B,Flight,medium,M,0
4,5,151,3,10,5275,C,Ship,medium,F,0
4,2,149,2,2,4026,F,Flight,low,M,1
4,5,143,8,38,1095,D,Ship,low,M,1
4,1,235,2,64,2107,F,Flight,high,M,1
5,5,249,5,5,1662,C,Ship,medium,M,1
3,5,257,2,56,3711,F,Ship,medium,F,1
7,5,292,5,5,1932,D,Ship,low,M,1
3,3,237,5,48,2057,D,Ship,low,M,1
3,2,249,5,6,1887,D,Ship,medium,F,0
4,5,169,4,6,4213,D,Ship,low,F,0
3,1,201,6,10,5077,F,Road,medium,M,1
2,5,168,3,37,1717,C,Road,low,M,1
4,5,201,4,46,3498,F,Road,medium,M,1
5,3,249,2,3,4440,D,Ship,medium,M,0
5,5,248,3,9,3873,C,Ship,medium,F,1
6,1,264,4,5,1900,F,Road,low,M,0
5,3,202,2,9,5645,C,Road,low,F,1
5,5,254,5,2,4426,C,Ship,low,F,0
3,5,256,3,62,2971,C,Road,low,F,1
4,4,139,2,9,4446,C,Flight,high,F,1
5,2,266,10,9,4784,C,Ship,high,M,1
3,3,163,2,10,5364,B,Ship,high,F,1
4,3,270,5,3,1786,F,Road,low,F,1
4,5,256,3,10,4504,F,Ship,medium,M,1
4,4,146,2,5,4356,D,Road,medium,F,0
4,5,240,3,9,5794,A,Ship,low,F,1
4,3,213,3,4,4367,F,Ship,medium,M,0
4,4,178,6,9,5279,D,Flight,low,F,1
4,4,189,2,5,4553,D,Road,low,M,0
3,2,177,2,23,1929,A,Ship,medium,F,1
2,4,114,5,5,5334,D,Ship,high,F,1
2,1,235,3,8,4522,A,Road,high,M,1
4,2,196,3,2,4474,A,Flight,medium,F,0
3,4,253,3,4,4269,B,Ship,medium,M,0
2,1,113,5,9,1957,C,Road,low,F,1
6,5,148,4,1,5216,C,Road,low,M,1
4,5,137,2,6,4055,A,Ship,low,M,1
2,4,147,2,65,1738,B,Ship,medium,F,1
5,5,249,4,2,1727,C,Ship,medium,M,1
5,4,169,2,20,1765,B,Road,low,F,1
4,4,185,3,13,2080,B,Ship,low,M,1
3,1,238,3,6,5092,F,Road,medium,F,0
3,4,226,2,1,5460,A,Ship,medium,F,0
6,2,279,4,10,1990,C,Ship,low,F,1
2,3,188,3,51,3191,F,Ship,medium,F,1
6,4,164,5,20,1555,F,Ship,low,M,1
3,3,144,2,6,5994,F,Ship,low,M,1
5,4,214,2,1,3709,D,Ship,medium,F,1
3,4,160,4,56,1408,C,Ship,low,F,1
3,1,151,2,7,4437,A,Road,low,F,0
2,1,228,2,10,4854,F,Road,medium,M,1
3,4,255,4,12,2266,B,Ship,low,F,1
3,1,156,3,9,4278,D,Ship,medium,M,0
3,4,260,4,10,4109,B,Road,low,F,0
5,3,208,4,10,2419,A,Flight,medium,M,1
6,1,105,5,57,1784,C,Ship,low,F,1
3,1,167,2,34,1967,F,Ship,high,F,1
3,3,264,3,3,4970,B,Ship,low,M,0
3,4,148,5,50,1540,F,Ship,medium,F,1
5,3,131,8,5,4149,A,Ship,low,F,1
3,2,140,3,42,1465,F,Road,low,F,1
4,5,170,3,2,5671,B,Ship,low,M,0
6,4,221,10,42,2972,F,Ship,medium,M,1
5,3,268,3,9,4152,A,Ship,medium,F,1
2,5,188,2,9,4610,B,Ship,medium,F,0
3,4,273,4,4,5361,D,Road,medium,M,0
4,2,253,5,3,4676,D,Road,low,F,1
3,3,208,2,5,5661,D,Ship,medium,F,0
6,3,274,6,2,4281,B,Ship,medium,F,0
2,5,154,3,21,1113,F,Ship,low,F,1
3,1,215,6,42,3715,F,Road,high,M,1
3,4,156,4,7,1492,D,Flight,medium,F,1
4,4,111,6,8,1145,B,Ship,low,M,1
3,1,185,3,3,3051,A,Flight,medium,M,1
4,5,253,3,9,4205,B,Ship,low,F,0
4,2,205,2,10,4641,B,Ship,medium,M,1
5,4,179,6,1,5433,C,Road,medium,M,0
2,5,155,5,6,1639,D,Ship,low,F,0
2,5,181,5,5,1043,C,Ship,medium,F,0
3,3,148,4,2,5557,F,Ship,low,F,0
4,5,136,2,4,5512,C,Ship,medium,M,0
4,1,263,4,9,4390,A,Flight,low,M,0
5,2,244,5,10,1699,F,Ship,low,M,0
3,5,186,2,39,2197,F,Flight,low,F,1
5,2,270,3,5,5950,C,Ship,medium,F,1
5,4,173,3,9,5432,D,Road,low,M,0
3,3,252,2,1,5707,F,Flight,high,M,1
4,3,223,4,25,3148,B,Ship,low,F,1
2,1,159,2,44,1213,C,Ship,low,F,1
5,5,128,5,34,1008,C,Road,low,M,1
3,2,213,3,10,5993,F,Ship,medium,M,1
4,1,158,3,5,5782,D,Ship,medium,M,0
3,4,175,3,6,5503,B,Ship,low,M,0
5,1,239,5,7,1859,C,Flight,low,F,1
3,4,265,10,10,4049,F,Ship,low,M,0
3,1,108,6,7,4024,C,Road,medium,F,0
3,3,220,3,10,5234,B,Flight,low,F,1
4,3,218,2,7,4423,B,Ship,low,F,0
5,1,257,5,1,1102,C,Ship,medium,M,1
4,2,244,3,1,5559,F,Ship,high,M,1
3,5,259,3,7,4480,C,Road,medium,M,1
4,1,161,2,41,1992,D,Ship,high,F,1
5,1,162,3,1,5537,F,Flight,medium,F,0
5,4,163,4,57,1613,D,Ship,medium,M,1
4,2,201,8,6,5128,F,Flight,medium,F,0
6,5,157,5,10,1133,B,Ship,low,F,0
5,3,150,3,10,4799,A,Ship,low,M,1
3,1,174,3,9,4380,F,Ship,low,F,1
5,4,178,2,4,5307,F,Ship,low,F,0
2,1,197,4,5,4614,D,Ship,low,M,0
5,3,219,6,9,1019,A,Ship,low,F,0
5,3,243,6,10,1189,A,Flight,medium,F,1
3,1,242,8,8,5401,C,Ship,medium,F,0
5,4,133,2,30,1161,F,Ship,medium,M,1
5,2,215,2,46,3942,D,Flight,medium,M,1
4,5,259,3,10,4921,F,Flight,medium,M,1
6,1,306,4,1,1210,F,Road,low,M,0
3,5,146,3,30,1569,F,Ship,medium,F,1
5,2,173,3,8,4797,C,Ship,low,M,1
4,4,245,4,6,5051,C,Road,medium,F,0
4,1,139,3,25,1152,D,Ship,low,F,1
5,2,219,4,7,4787,F,Ship,low,F,1
4,4,202,3,3,5524,D,Ship,low,F,1
4,2,144,5,3,5807,A,Ship,low,F,1
6,3,278,4,3,1033,C,Ship,high,F,0
3,1,220,3,6,5319,C,Ship,medium,F,0
4,4,258,3,8,5324,F,Flight,medium,M,1
3,3,261,4,4,4307,F,Ship,medium,F,1
4,3,218,2,6,4414,B,Ship,medium,M,1
7,5,306,4,2,1281,F,Ship,medium,F,0
2,3,192,3,8,5787,F,Ship,medium,F,1
6,5,244,4,2,1980,F,Ship,medium,F,0
4,1,174,3,8,5549,C,Flight,low,F,0
5,4,190,3,4,4424,D,Ship,medium,F,1
5,2,262,6,7,1774,B,Ship,low,F,0
3,1,229,3,5,4971,F,Ship,low,M,1
3,1,155,3,2,5446,B,Ship,medium,F,0
5,3,113,3,5,4743,A,Ship,medium,F,0
6,2,301,5,3,1586,F,Ship,medium,F,0
3,3,178,3,43,1517,B,Ship,high,M,1
5,3,245,4,1,5743,B,Ship,low,M,0
4,2,215,2,10,4061,A,Ship,high,F,1
4,4,243,3,36,2111,C,Ship,low,F,1
3,4,143,4,5,5545,B,Flight,medium,M,1
3,2,151,2,3,4759,F,Ship,low,F,0
6,1,286,4,10,1177,C,Ship,medium,M,1
4,2,201,3,4,4613,A,Ship,medium,F,0
5,5,256,5,2,1693,F,Ship,medium,M,1
4,3,142,2,63,1615,C,Ship,medium,F,1
4,5,233,4,44,2551,D,Ship,low,F,1
4,3,181,3,4,4399,C,Flight,low,M,1
4,2,223,3,7,4026,D,Ship,low,M,1
4,2,170,2,1,1446,C,Ship,low,F,1
5,4,140,3,4,4623,C,Road,medium,M,0
5,4,193,4,4,5757,C,Ship,high,F,1
4,5,243,3,9,5263,B,Ship,low,M,0
3,5,251,10,9,5962,D,Ship,medium,M,0
2,5,166,3,3,1832,F,Flight,medium,M,1
4,1,195,2,3,4165,A,Flight,low,F,0
6,4,253,2,9,5972,F,Road,low,F,0
3,5,172,3,1,5024,F,Road,medium,M,1
6,4,161,4,3,1747,B,Ship,medium,M,1
5,2,244,5,1,1875,B,Flight,low,M,1
3,5,253,2,7,5846,D,Road,medium,M,0
4,5,229,3,21,2688,D,Flight,medium,M,1
3,2,183,3,9,4282,C,Ship,medium,M,0
5,4,134,3,4,4908,C,Ship,medium,M,0
2,5,255,4,36,2093,C,Flight,low,F,1
4,5,178,3,48,1819,D,Ship,low,F,1
5,1,258,5,9,1856,F,Ship,high,F,1
5,2,244,5,7,5515,D,Ship,medium,F,0
5,1,255,5,9,1156,C,Ship,medium,M,1
4,4,201,2,1,3147,F,Ship,low,F,1
6,5,282,4,4,1013,A,Ship,medium,F,0
5,1,173,2,4,4242,B,Ship,low,F,1
5,3,174,3,6,5064,D,Road,medium,F,1
6,5,276,4,9,1319,A,Flight,low,M,0
4,2,168,6,9,4030,D,Ship,medium,F,0
4,4,244,2,7,5543,D,Flight,medium,F,1
3,1,198,2,8,4940,B,Ship,low,F,0
5,3,249,3,10,5001,D,Ship,medium,M,1
4,2,248,2,10,5783,F,Road,low,F,0
3,4,186,4,6,4403,F,Ship,low,M,0
6,2,289,4,3,1116,B,Road,high,F,0
5,5,251,2,3,4741,F,Ship,high,F,1
3,1,203,3,4,4965,A,Ship,medium,F,0
4,2,216,4,3,4887,C,Ship,medium,M,1
3,3,152,3,6,5749,A,Ship,low,M,1
2,5,193,5,13,2882,B,Flight,medium,F,1
2,3,239,3,1,5910,B,Ship,high,M,0
3,2,204,2,2,5526,F,Ship,high,F,0
2,4,225,10,56,3384,B,Ship,high,M,1
3,1,138,3,2,4766,D,Ship,medium,F,1
6,3,247,6,3,4582,C,Ship,medium,M,0
3,2,161,3,2,4174,D,Ship,medium,M,1
3,4,202,4,20,3655,C,Flight,high,M,1
6,2,247,4,10,1556,F,Ship,low,M,0
3,2,255,2,18,3732,A,Ship,low,M,1
4,2,240,3,9,5170,C,Ship,medium,M,1
3,4,168,3,5,5964,F,Ship,low,M,0
5,2,246,5,9,1876,C,Ship,medium,F,0
4,3,210,3,3,2742,A,Road,low,M,1
6,4,243,6,8,5218,D,Ship,low,M,0
4,1,256,2,2,5630,D,Flight,medium,M,0
4,1,164,2,3,1124,F,Flight,medium,F,1
4,3,104,5,6,4617,A,Ship,low,F,1
4,2,277,5,8,1335,F,Road,medium,F,0
6,2,294,4,10,1148,A,Road,medium,M,0
4,3,227,3,45,2707,B,Flight,low,F,1
4,1,144,4,8,4303,F,Ship,medium,M,0
5,3,222,3,10,4597,F,Ship,medium,F,0
2,2,153,2,46,1130,D,Ship,low,M,1
4,1,265,6,2,1629,C,Ship,low,F,1
2,2,226,3,5,5875,C,Ship,low,M,0
3,4,263,3,42,2992,F,Ship,low,M,1
3,1,245,2,8,4594,C,Ship,low,F,1
7,5,308,5,6,1154,F,Flight,medium,M,0
4,3,225,2,10,5523,C,Ship,medium,F,1
5,2,134,2,9,5045,F,Ship,low,M,0
3,5,206,3,6,5618,B,Ship,medium,F,0
3,1,224,3,1,4862,B,Ship,low,F,1
4,3,244,2,17,3125,F,Ship,low,M,1
4,2,209,2,9,5131,F,Road,medium,F,0
6,5,298,4,3,1009,D,Ship,low,M,1
3,3,139,4,17,1137,C,Ship,high,M,1
6,3,245,4,3,1982,B,Flight,low,F,1
4,2,200,2,8,4222,C,Flight,low,F,0
5,3,198,3,6,5061,F,Flight,low,F,1
5,3,160,3,10,4416,F,Road,low,F,1
3,2,226,3,5,5484,F,Flight,low,F,0
2,1,139,3,39,1582,D,Ship,low,F,1
3,5,236,2,10,5755,B,Ship,low,M,1
2,4,191,3,58,2586,C,Ship,low,F,1
3,5,240,3,54,2919,F,Ship,medium,F,1
6,3,225,4,5,4184,F,Flight,low,M,1
5,3,225,3,59,2270,F,Ship,medium,M,1
4,2,185,5,7,4694,F,Flight,low,M,1
5,1,194,3,32,3003,C,Ship,medium,F,1
5,3,220,6,6,1830,C,Ship,medium,F,1
5,1,170,4,4,5113,F,Flight,medium,M,1
3,5,163,2,49,1034,F,Ship,low,F,1
3,2,173,3,37,1990,C,Ship,medium,F,1
3,4,199,4,6,5207,D,Ship,medium,F,0
3,5,165,4,6,4795,B,Flight,low,M,1
3,2,235,2,9,5116,F,Road,medium,F,0
5,5,141,3,4,4534,F,Ship,low,M,0
4,2,246,5,10,1720,C,Road,low,F,0
3,3,221,2,26,3120,F,Ship,medium,F,1
3,5,159,2,6,4295,A,Ship,high,F,0
5,1,165,3,37,1228,B,Road,low,F,1
3,1,264,4,10,4265,D,Ship,low,M,0
3,5,143,2,17,1422,D,Ship,low,M,1
7,1,287,4,1,1660,D,Road,low,M,0
7,2,203,5,61,1856,F,Road,medium,F,1
3,1,184,5,58,2544,D,Flight,medium,F,1
4,2,108,10,5,4645,C,Road,medium,M,0
4,2,229,2,7,4855,F,Road,medium,F,1
3,1,269,2,35,3524,C,Ship,low,F,1
4,4,209,8,46,3345,B,Ship,medium,F,1
3,3,250,6,9,5322,B,Road,medium,M,1
5,3,237,3,8,5131,F,Road,low,F,0
3,1,204,4,6,5926,D,Ship,medium,F,1
3,1,214,2,50,2720,D,Flight,low,F,1
3,3,264,3,6,4247,A,Ship,medium,F,1
2,2,251,6,1,4165,A,Ship,medium,F,1
3,2,208,4,52,2900,C,Ship,medium,M,1
3,3,150,3,9,5852,B,Ship,medium,M,0
7,3,251,5,8,1616,D,Ship,low,F,1
5,1,203,3,2,4162,B,Road,low,F,1
3,4,200,4,8,4944,B,Flight,medium,F,0
5,1,232,5,6,1427,D,Ship,low,M,0
3,1,187,2,6,5448,F,Ship,low,M,0
5,1,233,3,10,5289,A,Ship,low,M,0
4,2,176,3,12,1750,F,Ship,medium,F,1
4,2,185,2,3,5356,D,Ship,medium,F,0
4,1,239,3,9,4930,C,Road,medium,F,1
3,2,207,2,37,2460,F,Ship,medium,F,1
5,5,259,2,63,2583,A,Ship,medium,M,1
4,3,267,3,42,2332,F,Ship,low,F,1
5,5,225,4,3,5274,F,Flight,high,F,1
5,4,200,3,3,4225,D,Road,medium,M,0
4,5,239,5,7,1001,B,Ship,low,F,1
3,1,233,3,7,5331,B,Road,medium,M,0
4,5,181,2,59,2239,A,Ship,medium,M,1
4,3,158,3,27,1207,F,Ship,medium,F,1
2,1,255,2,9,5936,A,Ship,medium,M,1
3,3,221,3,5,4388,C,Ship,low,F,0
3,3,146,3,4,5384,C,Ship,medium,F,0
5,4,171,3,1,5011,A,Ship,low,F,0
3,4,156,3,7,4636,D,Flight,medium,M,0
6,1,214,2,5,4708,B,Ship,low,M,0
5,1,226,6,5,1078,B,Road,low,M,0
3,4,174,3,3,5366,A,Flight,low,F,1
4,5,245,3,6,2717,F,Ship,medium,M,1
4,4,121,5,8,4233,D,Ship,low,F,1
3,2,202,3,49,2881,F,Ship,low,M,1
4,2,222,3,9,5337,F,Ship,high,F,0
3,5,193,3,10,5991,C,Ship,high,F,1
5,5,155,3,6,4109,F,Ship,medium,F,1
4,4,177,2,6,1112,B,Ship,low,M,1
3,2,140,2,16,1685,F,Ship,low,F,1
3,3,231,3,53,2333,B,Ship,medium,M,1
3,3,135,3,56,1490,C,Flight,low,M,1
3,4,193,6,2,5584,C,Ship,low,M,0
3,3,264,2,2,4350,C,Ship,low,M,0
5,2,150,3,63,1807,C,Ship,medium,M,1
3,1,132,2,16,1731,D,Ship,medium,F,1
4,3,251,3,8,5986,D,Ship,high,M,1
3,1,236,3,2,4298,B,Ship,low,M,0
5,5,273,4,7,4064,C,Ship,low,M,1
3,1,223,7,5,4439,C,Ship,high,M,1
6,5,290,4,3,1463,D,Ship,medium,F,1
3,4,246,3,1,4020,D,Ship,low,M,1
3,2,136,3,2,5739,F,Ship,high,F,0
5,5,132,2,6,4392,A,Flight,high,M,0
3,2,143,4,22,1249,B,Road,medium,F,1
5,3,191,2,7,5783,B,Flight,medium,M,1
4,2,223,3,56,3158,B,Ship,medium,F,1
4,5,163,3,38,1146,D,Ship,low,M,1
2,3,237,3,2,5331,A,Flight,medium,M,0
3,3,223,10,7,4273,B,Ship,low,F,1
4,1,260,5,1,5559,B,Ship,low,M,1
4,2,232,3,7,5737,F,Ship,medium,F,1
6,1,295,4,10,1600,C,Ship,low,M,0
3,4,248,3,7,5299,D,Ship,medium,M,0
3,4,209,2,10,4540,C,Ship,high,M,0
6,2,300,5,3,1696,F,Ship,low,M,0
3,2,227,3,21,2351,A,Flight,medium,M,1
5,4,176,3,10,5456,D,Ship,medium,M,0
3,4,144,3,8,5867,D,Road,medium,M,1
4,2,239,3,5,5978,F,Ship,medium,F,0
5,2,150,3,7,5980,A,Ship,medium,F,0
2,1,184,2,3,4331,F,Ship,high,F,0
3,2,161,3,1,5757,B,Ship,medium,F,0
4,3,130,3,3,4317,F,Ship,medium,F,0
3,4,194,3,3,2169,B,Ship,medium,M,1
3,1,251,3,4,5291,B,Ship,medium,F,0
3,3,124,3,59,1959,D,Ship,medium,M,1
4,1,194,2,3,5503,B,Road,medium,F,0
4,3,216,2,6,4005,A,Ship,low,F,0
4,2,184,3,5,5931,B,Ship,medium,F,1
4,4,249,3,36,3769,F,Ship,medium,F,1
4,1,258,4,5,5664,C,Ship,low,M,0
5,2,222,5,1,1672,F,Road,low,F,0
4,1,204,6,1,4943,A,Road,low,M,0
3,5,167,2,8,5083,D,Ship,medium,F,0
5,3,182,4,5,4770,F,Ship,medium,M,1
5,4,117,3,4,5332,C,Ship,medium,F,0
4,3,243,4,9,4811,F,Road,low,F,0
6,5,240,3,4,5219,F,Ship,low,M,1
3,5,169,2,4,4466,F,Ship,medium,F,1
5,3,223,3,2,4671,D,Ship,low,F,1
5,5,148,4,4,5909,A,Ship,medium,F,0
5,4,252,5,10,1015,C,Ship,low,F,1
4,4,97,6,4,5801,B,Road,low,M,0
6,4,294,3,7,1455,C,Road,medium,M,0
3,2,180,2,53,1853,B,Road,low,M,1
4,3,225,2,4,4732,B,Flight,high,F,0
3,2,138,3,34,1159,B,Ship,medium,F,1
6,4,291,4,8,1131,B,Ship,low,F,0
3,5,179,5,56,1113,F,Ship,low,M,1
5,1,235,5,4,1259,D,Ship,low,M,1
3,2,148,4,38,1322,C,Ship,medium,F,1
4,2,200,4,43,2747,F,Road,low,M,1
4,2,262,2,37,3523,A,Ship,low,F,1
3,2,227,3,5,4167,C,Flight,high,M,1
3,4,225,4,8,5209,A,Ship,low,F,0
5,2,272,5,8,1317,A,Road,low,M,0
3,2,234,2,8,4012,B,Ship,medium,M,1
4,5,260,2,2,5368,C,Ship,medium,M,0
4,5,224,6,5,5659,F,Ship,high,F,1
6,3,278,4,4,1716,F,Ship,medium,M,0
3,3,215,2,2,5661,B,Flight,low,F,0
4,4,217,3,26,2875,C,Ship,high,F,1
4,3,229,4,7,4829,F,Flight,low,F,0
4,3,244,3,8,3318,B,Ship,medium,M,1
4,4,193,3,3,4596,A,Flight,medium,F,0
3,1,150,2,6,5697,F,Ship,low,F,0
5,3,260,2,63,2715,B,Flight,high,F,1
3,4,270,2,39,3690,F,Ship,low,M,1
6,1,188,5,4,4887,D,Road,low,M,0
4,2,177,6,3,4392,C,Ship,low,F,1
4,3,200,4,7,4953,C,Ship,medium,F,1
5,3,257,5,5,4183,D,Ship,medium,M,0
4,4,216,4,27,3740,A,Flight,medium,M,1
6,4,286,4,8,1690,C,Ship,low,F,1
4,3,262,2,10,5524,F,Ship,low,M,1
3,3,190,3,2,4468,C,Road,medium,M,1
4,1,192,4,3,1689,A,Road,low,M,0
3,3,225,3,7,4961,A,Ship,medium,F,1
4,1,164,3,1,5492,F,Flight,high,F,0
3,3,172,4,33,1989,F,Flight,low,F,1
4,1,234,3,2,4282,B,Ship,low,M,0
5,1,184,4,38,2232,F,Road,medium,F,1
3,2,244,2,9,4142,B,Ship,high,F,0
4,1,270,4,64,3312,C,Ship,medium,F,1
7,2,302,5,5,1614,C,Ship,medium,M,0
2,1,252,3,12,2800,D,Ship,low,F,1
3,1,121,2,2,5210,F,Ship,low,M,1
3,5,140,5,7,4370,B,Flight,low,M,1
3,5,150,3,4,4442,F,Ship,medium,F,1
3,1,141,2,4,1297,F,Ship,low,F,1
6,2,284,4,7,1181,C,Flight,low,F,1
4,4,260,2,17,3068,B,Ship,low,M,1
4,5,173,2,5,4776,F,Flight,medium,F,1
3,3,188,2,2,4336,B,Ship,medium,F,0
4,4,225,3,10,4486,F,Flight,low,M,0
4,3,136,3,7,5976,A,Ship,low,F,0
6,4,258,4,2,1051,D,Flight,low,F,1
6,4,129,5,58,1463,A,Ship,low,F,1
3,5,202,4,7,4458,B,Flight,medium,F,0
3,5,142,3,2,4619,B,Road,low,F,0
5,4,189,2,4,5575,D,Road,low,F,1
5,1,201,3,4,5166,F,Road,low,M,1
5,3,221,6,3,1960,B,Ship,medium,F,1
4,4,239,3,6,5632,F,Ship,medium,M,0
3,5,194,2,4,3496,F,Ship,medium,M,1
6,4,237,5,10,5434,C,Ship,medium,F,0
4,2,171,3,40,1021,F,Flight,low,F,1
7,5,275,4,3,1107,F,Road,low,F,0
5,1,265,3,6,2452,C,Flight,medium,M,1
2,5,211,4,1,5673,D,Ship,low,M,0
3,1,201,3,8,4315,F,Ship,medium,F,0
3,5,218,2,4,5142,D,Ship,low,M,0
2,3,260,2,1,4547,F,Ship,low,F,0
3,5,133,3,7,4314,B,Ship,medium,M,0
5,3,242,5,6,1681,F,Ship,low,F,0
4,4,188,4,10,4571,D,Ship,low,F,1
4,3,174,3,5,1502,D,Ship,low,F,1
4,3,143,2,1,4402,F,Ship,medium,M,1
5,3,223,2,9,5735,B,Ship,medium,F,0
5,1,219,6,2,1650,C,Road,low,F,1
5,5,236,3,4,5724,F,Ship,high,M,1
4,5,177,3,7,4031,B,Road,medium,M,1
5,1,279,4,3,4607,A,Ship,medium,F,0
5,1,155,2,40,1024,B,Ship,medium,F,1
4,1,222,2,3,5665,A,Ship,high,M,1
3,1,261,8,9,5248,A,Ship,medium,F,1
4,2,264,3,10,5137,A,Ship,low,M,1
3,3,201,2,36,3340,B,Ship,high,M,1
3,4,193,2,48,3909,C,Ship,medium,M,1
2,3,147,3,5,5013,B,Ship,low,F,0
4,4,164,4,1,4365,F,Road,medium,F,1
3,3,195,3,1,4224,A,Ship,low,M,0
5,5,212,5,6,4463,B,Ship,low,F,0
5,3,248,2,6,5863,F,Ship,low,F,1
4,5,269,5,3,1118,D,Ship,low,F,0
3,1,256,3,5,5643,F,Road,low,F,0
3,4,220,3,5,5078,F,Ship,medium,F,0
5,2,96,2,50,1186,D,Ship,low,F,1
4,3,230,3,1,5114,F,Road,high,F,1
4,4,192,4,2,5856,B,Road,low,F,1
5,2,143,4,10,5400,F,Flight,low,F,0
3,4,164,2,1,4067,A,Ship,low,M,1
5,1,103,5,10,5413,F,Ship,low,F,1
5,1,170,4,6,5258,F,Ship,high,M,1
4,4,264,6,6,1758,A,Ship,low,F,0
4,2,229,2,9,5026,F,Ship,low,M,0
4,3,266,3,2,5298,B,Ship,high,F,0
5,3,265,2,4,4641,F,Ship,low,F,1
4,1,114,3,9,1240,F,Ship,medium,F,1
4,4,184,3,9,4500,A,Ship,medium,F,0
3,5,168,3,5,1143,B,Ship,low,F,1
3,1,146,2,54,1528,A,Ship,low,F,1
3,5,206,2,3,5113,B,Ship,low,M,1
4,5,156,3,33,1836,F,Ship,low,F,1
3,1,244,3,1,5695,B,Ship,medium,F,1
4,3,211,3,12,3922,F,Ship,high,M,1
