N1,N2,N3,N4,N5,N6,N7,label
70,70,0,1,0,1,0,2
6100,777,5323,17,26,9,8,0
199,94,105,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
480,149,331,2,1200,1,1,0
3291,1714,1577,18,16,11,7,0
62,62,0,1,0,1,0,1
6052,1841,4211,21,82,10,11,0
62,62,0,1,0,1,0,1
322,102,220,2,29,1,1,0
66,66,0,1,0,1,0,2
150,150,0,1,1200,1,0,0
8126,1627,6499,29,165,16,13,0
4524,779,3745,13,52,6,7,0
243,78,165,2,30,1,1,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
178,94,84,2,30,1,1,0
70,70,0,1,0,1,0,2
200,102,98,2,31,1,1,0
3638,2027,1611,17,15,9,8,0
5166,700,4466,16,15,7,9,0
70,70,0,1,0,1,0,2
186,95,91,2,31,1,1,0
10877,2925,7952,56,285,23,33,0
3942,1406,2536,18,135,8,10,0
72,72,0,1,0,1,0,1
2687,1593,1094,20,20,11,9,0
62,62,0,1,0,1,0,1
1335,87,1248,4,32,2,2,0
303,98,205,4,40,2,2,0
403,142,261,2,31,1,1,0
213,102,111,2,29,1,1,0
184,94,90,2,31,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
288,94,194,2,30,1,1,0
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,1
70,70,0,1,5,1,0,0
486,240,246,9,28,5,4,0
66,66,0,1,0,1,0,2
168,86,82,2,30,1,1,0
554,280,274,9,111,5,4,0
70,70,0,1,0,1,0,2
3976,2652,1324,20,312,11,9,0
66,66,0,1,0,1,0,1
300,168,132,4,6,2,2,0
481,150,331,2,1200,1,1,0
520,211,309,6,39,3,3,0
167,167,0,1,0,1,0,1
195,102,93,2,31,1,1,0
166,85,81,2,30,1,1,0
62,62,0,1,0,1,0,1
197,102,95,2,31,1,1,0
60,60,0,1,0,1,0,1
253,87,166,4,29,2,2,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
11030,4292,6738,32,61,17,15,0
145,145,0,1,0,1,0,1
4446,1298,3148,15,34,8,7,0
216,102,114,2,30,1,1,0
7396,3677,3719,16,120,8,8,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
117085,3435,113650,123,87,43,80,0
199,102,97,2,29,1,1,0
823,98,725,2,30,1,1,0
17968,12031,5937,38,63,21,17,0
196,94,102,2,31,1,1,0
66,66,0,1,0,1,0,2
816,102,714,2,29,1,1,0
66,66,0,1,0,1,0,1
199,102,97,2,30,1,1,0
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
107997,3957,104040,135,80,51,84,0
214,102,112,2,30,1,1,0
3235,555,2680,13,20,6,7,0
193,102,91,2,30,1,1,0
178,94,84,2,30,1,1,0
1950,1231,719,20,15,12,8,0
66,66,0,1,0,1,0,1
7685,1016,6669,29,413,11,18,0
216,72,144,2,30,1,1,0
3743,1654,2089,10,120,5,5,0
177,94,83,2,30,1,1,0
4580,1210,3370,17,28,10,7,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
636020,187240,448780,2701,104,1538,1163,0
1396,864,532,9,15,5,4,0
62,62,0,1,0,1,0,1
7557,3602,3955,20,150,12,8,0
66,66,0,1,0,1,0,1
154671,9533,145138,227,38,121,106,0
70,70,0,1,0,1,0,2
1788,1016,772,15,15,8,7,0
211,102,109,2,30,1,1,0
15668921,169545,15499376,12539,161,1284,11255,0
177,94,83,2,30,1,1,0
2149,1277,872,18,829,10,8,0
3779,2809,970,23,47,12,11,0
70,70,0,1,0,1,0,2
1426,865,561,9,15,5,4,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
3588,2362,1226,24,87,13,11,0
70,70,0,1,0,1,0,2
202,103,99,2,31,1,1,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
2465,1356,1109,18,180,8,10,0
70,70,0,1,0,1,0,2
177,94,83,2,30,1,1,0
178,91,87,2,30,1,1,0
62,62,0,1,0,1,0,1
260,106,154,2,32,1,1,0
145,145,0,1,0,1,0,1
1466,696,770,20,120,10,10,0
66,66,0,1,0,1,0,2
100,100,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
4575,2400,2175,20,19,11,9,0
66,66,0,1,0,1,0,2
875,126,749,2,31,1,1,0
66,66,0,1,5,1,0,0
146,146,0,1,0,1,0,1
8487,2231,6256,26,350,12,14,0
890,126,764,2,30,1,1,0
66,66,0,1,0,1,0,1
4598,1691,2907,19,30,11,8,0
70,70,0,1,5,1,0,0
376,126,250,2,29,1,1,0
177,94,83,2,30,1,1,0
5553,2844,2709,21,30,11,10,0
70,70,0,1,0,1,0,2
350,91,259,4,41,2,2,0
734,94,640,2,29,1,1,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
884,126,758,2,31,1,1,0
70,70,0,1,0,1,0,2
199,102,97,2,30,1,1,0
177,94,83,2,30,1,1,0
876,126,750,2,31,1,1,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
177,94,83,2,29,1,1,0
960,539,421,9,30,5,4,0
66,66,0,1,0,1,0,1
8582,4759,3823,29,135,14,15,0
132,132,0,3,1199,3,0,0
66,66,0,1,0,1,0,1
1658,1247,411,8,15,5,3,0
70,70,0,1,0,1,0,2
91134,7506,83628,132,130,52,80,0
193,102,91,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
757,98,659,2,0,1,1,0
216,110,106,2,31,1,1,0
264,70,194,4,19,1,3,0
366,240,126,7,32,5,2,0
70,70,0,1,0,1,0,2
2989,813,2176,15,166,8,7,0
248,118,130,2,30,1,1,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
111678,5254,106424,150,240,71,79,0
62,62,0,1,0,1,0,1
70,70,0,2,7,2,0,0
1849,1130,719,17,38,9,8,0
66,66,0,1,0,1,0,1
728,96,632,2,30,1,1,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
142674,8057,134617,192,27,94,98,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
870,330,540,12,2308,6,6,0
3348,2437,911,12,150,7,5,0
1388,917,471,11,26,6,5,0
145,145,0,1,0,1,0,1
181,94,87,2,31,1,1,0
70,70,0,1,0,1,0,2
7974,3469,4505,57,40,28,29,0
9374,2150,7224,42,255,19,23,0
168,86,82,2,31,1,1,0
766,102,664,2,30,1,1,0
598,598,0,8,40,8,0,0
178,91,87,2,31,1,1,0
177,94,83,2,31,1,1,0
70,70,0,1,0,1,0,2
249145,4184,244961,218,107,40,178,0
6464,1223,5241,25,33,12,13,0
2673671,30446,2643225,2145,125,234,1911,0
754,94,660,2,30,1,1,0
62,62,0,1,0,1,0,1
384,384,0,7,33,7,0,0
8308,3201,5107,36,1401,19,17,0
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
1515,481,1034,11,15,6,5,0
212,102,110,2,29,1,1,0
41941,3388,38553,67,77,26,41,0
70,70,0,1,0,1,0,2
211,102,109,2,30,1,1,0
701,88,613,2,31,1,1,0
60,60,0,1,0,1,0,1
12037,3531,8506,35,271,18,17,0
422,164,258,6,30,3,3,0
70,70,0,1,5,1,0,0
193,102,91,2,30,1,1,0
66,66,0,1,0,1,0,2
340,107,233,4,30,2,2,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
14402,2801,11601,28,205,11,17,0
779,86,693,2,30,1,1,0
66,66,0,1,0,1,0,1
212,102,110,2,30,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,5,1,0,0
7877,1949,5928,24,126,12,12,0
70,70,0,1,0,1,0,2
70,70,0,1,5,1,0,0
62,62,0,1,0,1,0,1
252,102,150,2,30,1,1,0
194,102,92,2,30,1,1,0
288702,9850,278852,312,105,123,189,0
66,66,0,1,0,1,0,2
276,94,182,2,30,1,1,0
196,102,94,2,29,1,1,0
323,94,229,2,31,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
467,90,377,4,39,2,2,0
8058,2038,6020,20,15,11,9,0
52988,3128,49860,67,48,26,41,0
70,70,0,1,5,1,0,0
1186,390,796,9,16,5,4,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
5166,700,4466,16,16,7,9,0
86,86,0,1,30,1,0,0
924,924,0,3,30,3,0,0
13510,5888,7622,65,86,33,32,0
70,70,0,1,0,1,0,2
8025,3048,4977,23,45,13,10,0
70,70,0,2,8,2,0,0
772,100,672,2,31,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
600,126,474,2,31,1,1,0
70,70,0,1,0,1,0,2
5046,2069,2977,20,15,11,9,0
62,62,0,1,0,1,0,1
70,70,0,1,4,1,0,0
887,126,761,2,30,1,1,0
1614,785,829,11,54,6,5,0
1439,878,561,15,17,10,5,0
66,66,0,1,0,1,0,1
5749,3401,2348,29,76,15,14,0
86,86,0,1,30,1,0,0
61954,10029,51925,114,82,50,64,0
78,78,0,1,0,1,0,1
698,320,378,10,16,6,4,0
66,66,0,1,0,1,0,1
1370,704,666,23,105,12,11,0
193,102,91,2,31,1,1,0
60,60,0,1,0,1,0,1
196,102,94,2,30,1,1,0
22815,20019,2796,55,81,31,24,0
62,62,0,1,0,1,0,1
345468,18536,326932,432,22,200,232,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
191454,11241,180213,262,42,128,134,0
66,66,0,1,0,1,0,1
3389452,85022,3304430,3290,159,997,2293,0
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
711,87,624,2,30,1,1,0
302,86,216,2,30,1,1,0
227,102,125,2,30,1,1,0
852970,14195,838775,769,28,207,562,0
66,66,0,1,0,1,0,2
209,110,99,2,30,1,1,0
17067,1439,15628,23,25,8,15,0
70,70,0,1,5,1,0,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
286,90,196,4,55,2,2,0
1464,757,707,18,121,9,9,0
320,140,180,6,6,3,3,0
60,60,0,1,0,1,0,1
20465,3839,16626,43,229,22,21,0
499,425,74,4,0,3,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
3833,1007,2826,27,68,11,16,0
4658,1652,3006,10,121,5,5,0
96850,6037,90813,150,177,55,95,0
70,70,0,1,4,1,0,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
565,92,473,4,38,2,2,0
1092,645,447,10,34,6,4,0
66,66,0,1,0,1,0,1
3354,1792,1562,46,192,23,23,0
4305,2521,1784,19,34,10,9,0
249,102,147,2,30,1,1,0
62,62,0,1,0,1,0,1
168,78,90,2,30,1,1,0
146,146,0,1,0,1,0,1
145,145,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
85,85,0,1,0,1,0,1
292,126,166,2,30,1,1,0
216,110,106,2,30,1,1,0
247,78,169,2,30,1,1,0
1253628,61672,1191956,1875,220,939,936,0
195,102,93,2,30,1,1,0
66,66,0,1,0,1,0,1
5309,3110,2199,36,81,18,18,0
66,66,0,1,5,1,0,0
3325,598,2727,12,15,6,6,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
318,192,126,6,15,4,2,0
66,66,0,1,0,1,0,1
168,78,90,2,30,1,1,0
66,66,0,1,0,1,0,2
82,82,0,1,30,1,0,0
4185,3462,723,14,16,7,7,0
881,126,755,2,30,1,1,0
177,94,83,2,30,1,1,0
62,62,0,1,0,1,0,1
3498,1872,1626,48,195,24,24,0
62,62,0,1,0,1,0,1
196328,10952,185376,244,31,117,127,0
78,78,0,1,29,1,0,0
430254,12640,417614,442,16,155,287,0
183,94,89,2,30,1,1,0
211,78,133,2,30,1,1,0
60,60,0,1,0,1,0,1
178,82,96,2,30,1,1,0
70,70,0,1,0,1,0,2
5456,1388,4068,17,15,9,8,0
70,70,0,1,0,1,0,2
60196,10141,50055,122,33,62,60,0
7889,1900,5989,20,15,11,9,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
4652,1745,2907,19,29,11,8,0
4577,3951,626,11,25,6,5,0
60,60,0,1,0,1,0,1
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
9090,1914,7176,24,25,13,11,0
62,62,0,1,0,1,0,3
14478,1815,12663,30,170,14,16,0
214,110,104,2,30,1,1,0
177,94,83,2,30,1,1,0
3697,2062,1635,16,61,9,7,0
109,109,0,1,0,1,0,1
1937,885,1052,13,42,7,6,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
502,256,246,9,25,5,4,0
66,66,0,1,0,1,0,1
212,108,104,2,31,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
83,83,0,1,0,1,0,1
295,101,194,4,31,2,2,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
271,78,193,2,31,1,1,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
199,94,105,2,30,1,1,0
70,70,0,1,5,1,0,0
361,94,267,2,30,1,1,0
251,71,180,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,91,1,0,0
70,70,0,1,5,1,0,0
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
7521,2117,5404,22,89,12,10,0
8941,1816,7125,27,15,15,12,0
490,149,341,2,1200,1,1,0
145,145,0,1,0,1,0,1
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
170,87,83,2,30,1,1,0
164,84,80,2,31,1,1,0
66,66,0,1,0,1,0,1
184,94,90,2,31,1,1,0
124,64,60,2,0,1,1,0
70,70,0,1,0,1,0,2
226,110,116,2,30,1,1,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,2,5,2,0,0
264,87,177,4,37,2,2,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
256,87,169,4,37,2,2,0
74569,3173,71396,97,80,36,61,0
62,62,0,1,0,1,0,1
60,60,0,1,0,1,0,1
1448,539,909,17,32,9,8,0
327,87,240,4,50,2,2,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
194,87,107,2,31,1,1,0
3840,2265,1575,16,47,10,6,0
130,70,60,2,15,1,1,0
821,102,719,2,29,1,1,0
193,102,91,2,30,1,1,0
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
78310,9243,69067,109,93,57,52,0
7124,3843,3281,42,126,20,22,0
62,62,0,1,0,1,0,1
210,110,100,2,29,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
70,70,0,2,7,2,0,0
10737,3664,7073,20,137,10,10,0
1053,566,487,10,48,6,4,0
66,66,0,1,0,1,0,2
9452,1832,7620,20,130,10,10,0
476333,9582,466751,453,225,135,318,0
2227,676,1551,15,14,7,8,0
177,94,83,2,30,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
816,102,714,2,29,1,1,0
193,102,91,2,30,1,1,0
66,66,0,1,0,1,0,2
384,103,281,4,50,2,2,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
168,86,82,2,30,1,1,0
862,862,0,1,0,1,0,1
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
66,66,0,2,8,2,0,0
66,66,0,1,0,1,0,2
197,94,103,2,30,1,1,0
66,66,0,1,0,1,0,2
4381,1474,2907,19,27,11,8,0
72,72,0,1,0,1,0,1
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
282,96,186,4,48,2,2,0
127215,3221,123994,137,3685,42,95,0
193520,11019,182501,280,276,140,140,0
70,70,0,1,5,1,0,0
62,62,0,1,0,1,0,1
7855,815,7040,21,15,9,12,0
14244,2907,11337,33,17,17,16,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
1502,467,1035,9,180,5,4,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
441,104,337,4,48,2,2,0
75982,15645,60337,88,158,31,57,0
193,102,91,2,30,1,1,0
384,94,290,4,42,2,2,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
177,94,83,2,30,1,1,0
60,60,0,1,0,1,0,1
94,94,0,1,30,1,0,0
146,146,0,1,0,1,0,1
193,102,91,2,30,1,1,0
70,70,0,1,0,1,0,2
1786,172,1614,7,120,3,4,0
311,94,217,2,30,1,1,0
62,62,0,1,0,1,0,1
168,86,82,2,30,1,1,0
60,60,0,1,0,1,0,1
168,78,90,2,30,1,1,0
174,89,85,2,30,1,1,0
70,70,0,1,0,1,0,2
234,86,148,2,30,1,1,0
60,60,0,1,0,1,0,1
194,102,92,2,31,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
14649,11393,3256,49,99,22,27,0
70,70,0,1,4,1,0,0
70,70,0,1,0,1,0,2
23613,13099,10514,79,1341,36,43,0
229,94,135,2,30,1,1,0
184,102,82,2,29,1,1,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
174,89,85,2,31,1,1,0
70,70,0,1,5,1,0,0
66,66,0,1,0,1,0,2
4644,1737,2907,19,28,11,8,0
8308,3589,4719,25,19,15,10,0
66,66,0,1,0,1,0,1
821,102,719,2,30,1,1,0
199,102,97,2,30,1,1,0
235,90,145,2,32,1,1,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
25605,3359,22246,47,82,26,21,0
70,70,0,1,0,1,0,2
240,96,144,2,30,1,1,0
62,62,0,1,0,1,0,1
350,210,140,6,25,4,2,0
177,94,83,2,30,1,1,0
8691,6945,1746,25,80,14,11,0
70,70,0,1,0,1,0,2
141193,10612,130581,165,30,69,96,0
73105,13398,59707,220,374,108,112,0
70,70,0,1,0,1,0,2
64,64,0,1,31,1,0,0
70,70,0,1,0,1,0,2
234,234,0,4,12,4,0,0
146,146,0,1,0,1,0,1
9818,2036,7782,28,31,12,16,0
170,87,83,2,30,1,1,0
316,136,180,6,7,3,3,0
735,88,647,2,31,1,1,0
70,70,0,1,0,1,0,2
143,143,0,1,0,1,0,1
165,86,79,2,30,1,1,0
74,74,0,1,0,1,0,1
66,66,0,1,0,1,0,2
309,118,191,2,30,1,1,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,5,1,0,0
320,140,180,6,6,3,3,0
70,70,0,1,0,1,0,2
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
183,94,89,2,29,1,1,0
146,146,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
11184,6821,4363,27,53,14,13,0
3386,2365,1021,19,39,11,8,0
70,70,0,1,0,1,0,2
193,102,91,2,31,1,1,0
6201,1790,4411,24,330,13,11,0
168,86,82,2,34,1,1,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
490,264,226,8,35,5,3,0
3444,1730,1714,16,33,8,8,0
173,94,79,2,30,1,1,0
10015,6047,3968,22,122,12,10,0
6049,1986,4063,23,19,12,11,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
177,94,83,2,29,1,1,0
73341,3336,70005,85,48,27,58,0
66,66,0,1,0,1,0,1
146,146,0,1,0,1,0,1
66,66,0,1,5,1,0,0
55608,48375,7233,140,95,81,59,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
10412,5123,5289,36,236,19,17,0
5743,1339,4404,18,180,8,10,0
70,70,0,1,0,1,0,2
177,94,83,2,29,1,1,0
66,66,0,1,0,1,0,1
314,102,212,2,29,1,1,0
15177,5713,9464,37,120,17,20,0
4903,4061,842,11,26,6,5,0
772,103,669,2,30,1,1,0
12015,3771,8244,41,18,23,18,0
98,98,0,1,0,1,0,1
70,70,0,2,7,2,0,0
3319,2176,1143,21,15,11,10,0
62,62,0,1,0,1,0,1
32829,8718,24111,41,17,18,23,0
70,70,0,1,5,1,0,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
8376,2231,6145,25,330,12,13,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
6136,1916,4220,28,15,16,12,0
676,367,309,6,1200,3,3,0
66,66,0,1,0,1,0,1
1123758,19319,1104439,1037,133,278,759,0
10274,3806,6468,26,413,14,12,0
66,66,0,1,0,1,0,2
199,94,105,2,30,1,1,0
198,94,104,2,30,1,1,0
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
9115,1269,7846,21,31,12,9,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
143,143,0,1,0,1,0,1
554,258,296,9,13,5,4,0
70,70,0,1,0,1,0,2
165,86,79,2,30,1,1,0
166,166,0,1,1199,1,0,0
2542,1504,1038,16,20,9,7,0
66,66,0,1,0,1,0,2
146,146,0,1,0,1,0,1
70,70,0,2,7,2,0,0
198,102,96,2,30,1,1,0
146,146,0,1,0,1,0,1
214,110,104,2,29,1,1,0
78,78,0,2,8,2,0,0
4327,674,3653,14,25,8,6,0
167,86,81,2,29,1,1,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
70,70,0,1,5,1,0,0
1718,1386,332,8,30,4,4,0
70,70,0,1,0,1,0,2
2099,676,1423,13,15,7,6,0
232,172,60,3,5,2,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
37364,16799,20565,189,53,87,102,0
62,62,0,1,0,1,0,1
10981,2295,8686,32,63,16,16,0
70,70,0,1,4,1,0,0
7118,2618,4500,21,30,12,9,0
62,62,0,1,0,1,0,1
7890,1901,5989,20,15,11,9,0
3127,676,2451,15,19,7,8,0
196,100,96,2,30,1,1,0
312,132,180,6,6,3,3,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
86,86,0,1,0,1,0,1
211,78,133,2,30,1,1,0
177,94,83,2,30,1,1,0
424,210,214,7,131,4,3,0
13750,4934,8816,64,167,31,33,0
4418,789,3629,13,54,6,7,0
4064,607,3457,12,45,6,6,0
66,66,0,1,0,1,0,2
70,70,0,1,29,1,0,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
92275,4799,87476,107,16,43,64,0
70,70,0,1,5,1,0,0
70,70,0,1,0,1,0,2
219803,9390,210413,222,49,72,150,0
66,66,0,1,0,1,0,2
7461,2841,4620,19,103,11,8,0
200,102,98,2,33,1,1,0
190,97,93,2,31,1,1,0
1868,1229,639,18,177,11,7,0
3811,1538,2273,20,135,10,10,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
130,70,60,2,15,1,1,0
433834,12764,421070,452,32,156,296,0
196,94,102,2,30,1,1,0
442,320,122,7,17,5,2,0
21204,10998,10206,51,392,27,24,0
2535,1177,1358,16,28,7,9,0
216,102,114,2,30,1,1,0
60,60,0,1,0,1,0,1
199,102,97,2,29,1,1,0
183,94,89,2,30,1,1,0
816,102,714,2,30,1,1,0
44955,1023,43932,48,15,15,33,0
256,114,142,2,30,1,1,0
788,108,680,2,31,1,1,0
62,62,0,1,0,1,0,1
235,90,145,2,32,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
10872190,337459,10534731,12500,208,5532,6968,0
60,60,0,1,0,1,0,1
225,78,147,2,30,1,1,0
146,146,0,1,0,1,0,1
318,192,126,6,25,4,2,0
173,94,79,2,31,1,1,0
66,66,0,1,0,1,0,2
78,78,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
8318,2850,5468,54,255,27,27,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
9156,2109,7047,27,32,15,12,0
209,102,107,2,30,1,1,0
10483,1021,9462,30,100,11,19,0
221,89,132,2,30,1,1,0
359,86,273,2,30,1,1,0
23509,14666,8843,70,553,38,32,0
114613,6365,108248,134,26,51,83,0
1616,1302,314,10,15,5,5,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
552,306,246,9,16,5,4,0
33865,6559,27306,67,67,34,33,0
62,62,0,1,0,1,0,1
70,70,0,1,5,1,0,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
197,102,95,2,30,1,1,0
146,146,0,1,0,1,0,1
70,70,0,1,0,1,0,2
3238,2021,1217,16,16,8,8,0
183,94,89,2,31,1,1,0
66,66,0,1,0,1,0,2
6337,1378,4959,19,140,9,10,0
82,82,0,1,31,1,0,0
62,62,0,1,0,1,0,1
5037,1135,3902,16,18,9,7,0
193,102,91,2,31,1,1,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
502,150,352,2,1200,1,1,0
70,70,0,1,0,1,0,2
395,99,296,4,57,2,2,0
66,66,0,1,0,1,0,2
193,102,91,2,30,1,1,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
398,255,143,3,32,2,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
1666,1130,536,12,16,7,5,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
292,110,182,2,30,1,1,0
4874459,114404,4760055,4469,188,1112,3357,0
163,163,0,1,1200,1,0,0
66,66,0,1,0,1,0,1
237,91,146,2,33,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
31919,3528,28391,49,323,19,30,0
66,66,0,1,0,1,0,2
28291,3346,24945,46,144,25,21,0
19544,8237,11307,29,121,13,16,0
2983,1667,1316,25,153,12,13,0
62,62,0,1,0,1,0,1
15450,6149,9301,106,177,47,59,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
24317,1518,22799,38,218,16,22,0
578,286,292,9,16,5,4,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
4201,2089,2112,11,120,6,5,0
7551,2807,4744,42,26,22,20,0
172,88,84,2,30,1,1,0
62,62,0,1,0,1,0,1
10272889,104948,10167941,8416,121,1525,6891,0
499,425,74,4,0,3,1,0
193,102,91,2,30,1,1,0
33712,928,32784,36,104,11,25,0
443,182,261,6,29,3,3,0
70,70,0,1,5,1,0,0
66,66,0,1,0,1,0,1
19675,10416,9259,53,81,30,23,0
11771,2624,9147,50,20,25,25,0
195,94,101,2,29,1,1,0
295,78,217,2,30,1,1,0
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
229,89,140,2,30,1,1,0
402,342,60,2,15,1,1,0
349,91,258,2,30,1,1,0
199,94,105,2,30,1,1,0
70,70,0,1,0,1,0,2
2118582,46411,2072171,2066,90,617,1449,0
70,70,0,1,0,1,0,2
404,259,145,3,33,2,1,0
2907,1719,1188,17,361,9,8,0
258,94,164,2,30,1,1,0
66,66,0,1,0,1,0,2
46348,20067,26281,75,60,37,38,0
72,72,0,1,0,1,0,1
70,70,0,1,0,1,0,2
